rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
3453,saggio,saggio,wise,NOUN,inteligente,inteligente,ADJ,saggio,inteligente,saggio,0.09090909090909094
3454,raccolto,raccogliere,harvest,VERB,cosecha,cosecha,NOUN,raccogliere,cosecha,raccoglier,0.19999999999999996
3463,identità,identità,identity,NOUN,identidad,identidad,NOUN,identita,identidad,identità,0.6666666666666667
3464,filippo,filippo,Philip,PROPN,felipe,felipe,PROPN,filippo,felipe,filippo,0.5714285714285714
3465,dritta,dritto,straight,NOUN,derecho,derecho,NOUN,dritto,derecho,dritto,0.4285714285714286
3469,combinato,combinare,combined,VERB,conjunto,conjunto,NOUN,combinare,conjunto,combinar,0.375
3470,battere,battere,beat,VERB,derrotar,derrotar,VERB,battere,derrotar,batter,0.25
3473,uscendo,uscere,going out,VERB,salir,salir,VERB,uscere,salir,uscer,0.19999999999999996
3475,scrivi,scrivare,you write,VERB,escribe,escribir,VERB,scrivare,escribe,scrivar,0.4285714285714286
3476,sabbia,sabbia,sand,NOUN,arena,arena,NOUN,sabbia,arena,sabbia,0.33333333333333337
3478,prestito,prestito,loan,NOUN,préstamo,préstamo,NOUN,prestito,prestamo,prestito,0.625
3484,ebbene,ebbene,well,ADV,bueno,bueno,ADJ,ebbene,bueno,ebbene,0.5
3489,accorto,accriro,shrewd,PROPN,perspicaz,perspicaz,ADJ,accriro,perspicaz,accriro,0.11111111111111116
3491,vetro,vetro,glass,NOUN,vaso,vaso,NOUN,vetro,vaso,vetro,0.4
3495,storto,storto,crooked,ADJ,torcido,torcido,ADJ,storto,torcido,storto,0.4285714285714286
3501,ragionevole,ragionevole,reasonable,ADJ,razonable,razonable,ADJ,ragionevole,razonable,ragionevole,0.5454545454545454
3504,origine,origine,origin,NOUN,origen,origen,NOUN,origine,origen,origine,0.7142857142857143
3506,mandi,mandre,send,NOUN,enviar,enviar,VERB,mandre,enviar,mandre,0.0
3507,impresa,impresa,business,NOUN,negocio,negocio,NOUN,impresa,negocio,impresa,0.0
3508,gentiluomo,gentiluomo,gentleman,NOUN,hidalgo,hidalgo,NOUN,gentiluomo,hidalgo,gentiluomo,0.19999999999999996
3509,fiato,fiato,breath,NOUN,aliento,aliento,NOUN,fiato,aliento,fiato,0.4285714285714286
3510,ei,ei,hey,VERB,ey,ey,INTJ,ei,ey,ei,0.5
3511,conosciuti,conosciuto,known,VERB,conocido,conocido,ADJ,conosciuto,conocido,conosciuto,0.7
3513,buttato,buttare,thrown away,VERB,tirado a la basura,tirado,ADJ,buttare,tirado a la basura,buttar,0.11111111111111116
3517,aiuterà,aiutere,it will help,VERB,ayudará,ayudar,VERB,aiutere,ayudara,aiuter,0.4285714285714286
3523,sebbene,sebbene,while,SCONJ,mientras,mientras,SCONJ,sebbene,mientras,sebbene,0.125
3524,scorta,scorta,buffer stock,NOUN,reserva de reserva,reserva,NOUN,scorta,reserva de reserva,scorta,0.16666666666666663
3526,quaicosa,quaicosa,something,ADJ,algo,algo,PRON,quaicosa,algo,quaicosa,0.25
3532,finiti,finito,finished,VERB,finalizado,finalizado,ADJ,finito,finalizado,finito,0.5
3533,esca,ere,bait,NOUN,carnada,carnada,NOUN,ere,carnada,er,0.1428571428571429
3535,conte,conte,with you,NOUN,contigo,tú,PRON,conte,contigo,conte,0.5714285714285714
3536,contanti,contante,cash,NOUN,dinero,dinero,NOUN,contante,dinero,contante,0.125
3537,cominci,cominci,begin,VERB,comenzar,comenzar,VERB,cominci,comenzar,cominci,0.5
3539,argento,argento,silver,NOUN,plata,plata,NOUN,argento,plata,argento,0.1428571428571429
3540,ambasciatore,ambasciatore,ambassador,NOUN,embajador,embajador,NOUN,ambasciatore,embajador,ambasciatore,0.5
3546,scritta,scritto,written,VERB,escrito,escrito,ADJ,scritto,escrito,scritto,0.7142857142857143
3548,reverendo,reverere,reverend,VERB,reverendo,reverendo,VERB,reverere,reverendo,reverer,0.6666666666666667
3549,quadro,quadro,Square,NOUN,cuadrado,cuadrado,NOUN,quadro,cuadrado,quadro,0.625
3551,parenti,parente,family members,NOUN,miembros de la familia,miembro,NOUN,parente,miembros de la familia,parente,0.09090909090909094
3552,monaco,monaco,monk,NOUN,monje,monje,PROPN,monaco,monje,monaco,0.5
3554,lance,lancia,spears,VERB,lanzas,lanza,NOUN,lancia,lanzas,lancia,0.5
3558,carrozza,carrozza,carriage,NOUN,carro,carro,NOUN,carrozza,carro,carrozza,0.625
3560,benedica,benedica,bless,VERB,bendecir,bendecir,VERB,benedica,bendecir,benedica,0.5
3561,avverto,avvertare,I warn you,VERB,te lo advierto,tú,PRON,avvertare,te lo advierto,avertar,0.2857142857142857
3567,viviamo,vivare,we live,VERB,vivimos,vivir,VERB,vivare,vivimos,vivar,0.4285714285714286
3572,piaciuta,piaciire,liked it,VERB,le gustó,él,PRON,piaciire,le gusto,piaciir,0.0
3573,perdoni,perdoni,forgive me,VERB,perdóname,perdóname,VERB,perdoni,perdoname,perdoni,0.5555555555555556
3575,pecore,pecora,sheep,NOUN,oveja,oveja,NOUN,pecora,oveja,pecora,0.16666666666666663
3578,nascita,nascita,birth,NOUN,nacimiento,nacimiento,NOUN,nascita,nacimiento,nascita,0.4
3579,mila,mila,thousands,NUM,miles,mil,NUM,mila,miles,mila,0.6
3585,fui,fui,I was,AUX,era,ser,AUX,fui,era,fui,0.0
3586,formaggio,formaggio,cheese,NOUN,queso,queso,NOUN,formaggio,queso,formaggio,0.11111111111111116
3588,facesse,facere,did,VERB,hizo,hacer,VERB,facere,hizo,facer,0.0
3590,deluso,deludere,disappointed,VERB,decepcionado,decepcionado,ADJ,deludere,decepcionado,deluder,0.16666666666666663
3591,coda,coda,tail,NOUN,cola,cola,NOUN,coda,cola,coda,0.75
3593,chiusi,chiuso,closed,VERB,cerrado,cerrado,ADJ,chiuso,cerrado,chiuso,0.2857142857142857
3594,causato,causare,caused,VERB,causado,causado,ADJ,causare,causado,causar,0.7142857142857143
3595,cambiamento,cambiamento,change,NOUN,cambiar,cambiar,VERB,cambiamento,cambiar,cambiamento,0.5454545454545454
3596,benzina,benzina,gas,NOUN,gas,gas,NOUN,benzina,gas,benzina,0.0
3598,baci,baco,you kiss,NOUN,besas,besar,VERB,baco,besas,baco,0.19999999999999996
3599,ammettere,ammettere,to admit,VERB,admitir,admitir,VERB,ammettere,admitir,ammetter,0.5
3600,ahi,ahi,ouch,ADV,ay,ay,INTJ,ahi,ay,ahi,0.33333333333333337
3601,sembro,sembro,I look,NOUN,miro,mirar,VERB,sembro,miro,sembro,0.5
3604,punizione,punizione,punishment,NOUN,castigo,castigo,NOUN,punizione,castigo,punicion,0.125
3611,misura,misura,measure,NOUN,medida,medida,NOUN,misura,medida,misura,0.33333333333333337
3613,istruzioni,istruzione,instructions,NOUN,instrucciones,instrucción,NOUN,istruzione,instrucciones,istrucion,0.6923076923076923
3616,coinvolto,coinvolgere,involved,VERB,involucrado,involucrado,ADJ,coinvolgere,involucrado,coinvolger,0.36363636363636365
3617,centesimi,centesimo,cents,NOUN,centavos,centavo,NOUN,centesimo,centavos,centesimo,0.4444444444444444
3621,verme,verme,worm,NOUN,gusano,gusano,ADJ,verme,gusano,verme,0.0
3627,ross,Ross,red,PROPN,rojo,rojo,NOUN,Ross,rojo,Ross,0.25
3629,rifiutato,rifiutare,refused,VERB,rechazado,rechazado,ADJ,rifiutare,rechazado,rifiutar,0.2222222222222222
3630,prodotto,produrre,product,VERB,producto,producto,NOUN,produrre,producto,produrre,0.625
3632,noto,noto,known,ADJ,conocido,conocido,ADJ,noto,conocido,noto,0.375
3636,incendio,incendio,fire,NOUN,fuego,fuego,NOUN,incendio,fuego,incendio,0.25
3638,feci,feci,I did,NOUN,hice,hacer,VERB,feci,hice,feci,0.25
3640,consigli,consiglio,advice,NOUN,consejo,consejo,PROPN,consiglio,consejo,consillio,0.5555555555555556
3641,chiamerò,chiamerò,I will call,VERB,llamaré,llamar,VERB,chiamero,llamare,chiamerò,0.375
3643,cappotto,cappotto,coat,NOUN,abrigo,abrigo,NOUN,cappotto,abrigo,cappotto,0.25
3644,cancro,cancro,cancer,NOUN,cáncer,cáncer,NOUN,cancro,cancer,cancro,0.5
3651,vescovo,vescovo,bishop,NOUN,obispo,obispo,NOUN,vescovo,obispo,vescovo,0.1428571428571429
3655,sciocca,scioccare,silly,VERB,tonto,tonto,PROPN,scioccare,tonto,scioccar,0.125
3657,metterò,metterò,I will put,VERB,voy a poner,ir,AUX,mettero,voy a poner,metterò,0.09090909090909094
3664,espressione,espressione,expression,NOUN,expresión,expresión,NOUN,espressione,expresion,espression,0.7
3668,coperto,coprire,covered,VERB,cubierto,cubierto,ADJ,coprire,cubierto,coprir,0.25
3670,comitato,comitato,committee,NOUN,comité,comité,NOUN,comitato,comite,comitato,0.625
3672,catturato,catturare,caught,VERB,atrapó,atrapar,VERB,catturare,atrapo,catturar,0.375
3673,beccato,beccare,caught,VERB,atrapó,atrapar,VERB,beccare,atrapo,beccar,0.0
3678,viaggiare,viaggiare,travel,VERB,viajar,viajar,VERB,viaggiare,viajar,viaggiar,0.625
3683,pancia,pancia,belly,NOUN,barriga,barriga,NOUN,pancia,barriga,pancia,0.4285714285714286
3688,iavoro,iavoro,iwork,NOUN,trabajo,trabajo,NOUN,iavoro,trabajo,iavoro,0.2857142857142857
3690,finisci,finiscre,finish,NOUN,finalizar,finalizar,VERB,finiscre,finalizar,finiscre,0.4444444444444444
3692,divertendo,divertere,having fun,VERB,divirtiéndose,divertir él,VERB,divertere,divirtiendose,diverter,0.3846153846153846
3693,comunità,comunità,community,NOUN,comunidad,comunidad,NOUN,comunita,comunidad,comunità,0.6666666666666667
3695,verrai,verrai,will you come,VERB,vendrás,venir,VERB,verrai,vendras,verrai,0.4285714285714286
3696,umore,umore,humor,NOUN,humor,humor,NOUN,umore,humor,umore,0.6
3699,seno,seno,breast,NOUN,mama,mama,NOUN,seno,mama,seno,0.0
3705,mettilo,mettilo,put it on,VERB,póntelo,póntelir,VERB,mettilo,pontelo,mettilo,0.4285714285714286
3709,ferite,ferita,wounds,ADJ,heridas,herido,ADJ,ferita,heridas,ferita,0.5714285714285714
3711,facce,faccia,faces,VERB,caras,cara,NOUN,faccia,caras,faccia,0.16666666666666663
3714,dormo,dormere,I sleep,PROPN,duermo,dormir,VERB,dormere,duermo,dormer,0.33333333333333337
3715,dolcezza,dolcezza,sweetness,NOUN,dulzura,dulzura,NOUN,dolcezza,dulzura,dolcezza,0.375
3716,ditemi,ditemi,tell me,VERB,dime,dimir,VERB,ditemi,dime,ditemi,0.5
3718,contadini,contadino,farmers,NOUN,agricultores,agricultor,NOUN,contadino,agricultores,contadino,0.08333333333333337
3720,calcio,calcio,soccer,NOUN,fútbol,fútbol,NOUN,calcio,futbol,calcio,0.0
3723,abitudine,abitudine,habit,NOUN,hábito,hábito,NOUN,abitudine,habito,abitudine,0.2222222222222222
3724,voto,voto,vote,NOUN,votar,votar,VERB,voto,votar,voto,0.6
3725,vendita,venditare,sale,VERB,venta,venta,NOUN,venditare,venta,venditar,0.625
3726,vedova,vedovo,widow,NOUN,viuda,viuda,NOUN,vedovo,viuda,vedovo,0.16666666666666663
3727,vasca,vasca,basin,NOUN,cuenca,cuenca,NOUN,vasca,cuenca,vasca,0.33333333333333337
3729,spiego,spiego,I explain,VERB,explico,explicar,VERB,spiego,explico,spiego,0.2857142857142857
3730,sottofondo,sottofondo,background,NOUN,fondo,fondo,NOUN,sottofondo,fondo,sottofondo,0.5
3738,olio,olio,oil,NOUN,aceite,aceite,NOUN,olio,aceite,olio,0.16666666666666663
3739,odi,odi,you hate,ADP,odias,odiar,VERB,odi,odias,odi,0.6
3741,giochiamo,giochiamo,let&#39;s play,VERB,vamos a jugar,ir,AUX,giochiamo,vamos a jugar,giochiamo,0.07692307692307687
3742,fratellino,fratellino,little brother,NOUN,hermanito,hermanitir,VERB,fratellino,hermanito,fratellino,0.19999999999999996
3744,fiamme,fiamma,flames,NOUN,llamas,llama,NOUN,fiamma,llamas,fiamma,0.33333333333333337
3746,dicessi,dicessare,I said,VERB,dije,decir,VERB,dicessare,dije,dicessar,0.375
3749,contea,contea,county,NOUN,condado,condado,NOUN,contea,condado,contea,0.4285714285714286
3754,aspettami,aspettamare,wait for me,VERB,espérame,espérame,ADJ,aspettamare,esperame,aspettamar,0.4
3759,tornerai,torneere,you will return,PROPN,regresarás,regresar,VERB,torneere,regresaras,torneer,0.19999999999999996
3760,talmente,talmente,so,ADV,entonces,entonces,ADV,talmente,entonces,talmente,0.125
3761,spasso,spasso,fun,NOUN,divertido,divertido,ADJ,spasso,divertido,spasso,0.11111111111111116
3763,sciopero,sciopero,strike,NOUN,huelga,huelga,NOUN,sciopero,huelga,sciopero,0.0
3767,patate,patata,potatoes,NOUN,papas,papa,NOUN,patata,papas,patata,0.5
3770,parecchio,parecchio,a lot of,DET,mucho,mucho,ADV,parecchio,mucho,parecchio,0.33333333333333337
3772,legame,Legame,link,PROPN,enlace,enlace,NOUN,Legame,enlace,Legame,0.33333333333333337
3774,lancia,lanciare,spear,VERB,lanza,lanzar,VERB,lanciare,lanza,lanciar,0.5714285714285714
3775,imbecille,imbecille,imbecile,ADJ,imbécil,imbécil,ADJ,imbecille,imbecil,imbecille,0.6666666666666667
3784,blocco,Blocco,block,PROPN,bloquear,bloquear,VERB,Blocco,bloquear,Blocco,0.25
3785,bambola,bambola,doll,NOUN,muñeca,muñeca,NOUN,bambola,muneca,bambola,0.1428571428571429
3786,avvicina,avvicinare,it approaches,VERB,se acerca,él,PRON,avvicinare,se acerca,avicinar,0.11111111111111116
3789,altrove,altrove,somewhere else,ADV,en algún otro lugar,en,ADP,altrove,en algun otro lugar,altrove,0.26315789473684215
3794,smettetela,smettetelare,stop,VERB,detener,detener,VERB,smettetelare,detener,smettetelar,0.4545454545454546
3795,portalo,portalo,bring it,VERB,tráelo,tráelo,VERB,portalo,traelo,portalo,0.4285714285714286
3801,imbarazzante,imbarazzante,embarrassing,ADJ,embarazoso,embarazoso,ADJ,imbarazzante,embarazoso,imbarazzante,0.5
3807,calci,calco,kicks,NOUN,patadas,patada,NOUN,calco,patadas,calco,0.1428571428571429
3815,possiede,possedere,owns,VERB,posee,poseer,VERB,possedere,posee,posseder,0.625
3817,indossare,indossare,wear,VERB,tener puesto,tener,AUX,indossare,tener puesto,indossar,0.16666666666666663
3819,impegnato,impegnare,engaged,VERB,comprometido,comprometido,ADJ,impegnare,comprometido,impenar,0.25
3825,corleone,corleone,Lionheart,NOUN,corazón de león,corazón,NOUN,corleone,corazon de leon,corleone,0.33333333333333337
3826,cittadini,cittadino,citizens,NOUN,los ciudadanos,el,DET,cittadino,los ciudadanos,cittadino,0.4285714285714286
3827,chitarra,chitarra,guitar,NOUN,guitarra,guitarra,PROPN,chitarra,guitarra,chitarra,0.75
3829,botte,botta,beating,NOUN,golpeando,golpear,VERB,botta,golpeando,botta,0.2222222222222222
3831,allenatore,allenatore,trainer,NOUN,entrenador,entrenador,NOUN,allenatore,entrenador,allenatore,0.4
3832,vió,vió,go,NUM,ir,ir,VERB,vio,ir,vió,0.33333333333333337
3833,vigliacco,vigliacco,coward,ADJ,cobarde,cobarde,ADJ,vigliacco,cobarde,villiacco,0.11111111111111116
3837,taci,tace,shut up,VERB,callarse la boca,callar él,VERB,tace,callarse la boca,tace,0.125
3838,soggetto,soggetto,subject,ADJ,sujeto,sujeto,ADJ,soggetto,sujeto,soggetto,0.5
3840,sconosciuto,sconosciuto,unknown,ADJ,desconocido,desconocido,ADJ,sconosciuto,desconocido,sconosciuto,0.5454545454545454
3842,rifiuto,rifiuto,rejection,NOUN,rechazo,rechazo,NOUN,rifiuto,rechazo,rifiuto,0.2857142857142857
3843,ricominciare,ricominciare,start again,VERB,empezar de nuevo,empezar,VERB,ricominciare,empezar de nuevo,ricominciar,0.0625
3846,quadrante,quadrante,clock face,NOUN,la cara del reloj,el,DET,quadrante,la cara del reloj,quadrante,0.17647058823529416
3851,pattuglia,pattugliare,patrol,VERB,patrulla,patrulla,NOUN,pattugliare,patrulla,pattugliar,0.6
3862,custode,custode,keeper,NOUN,guardián,guardián,PROPN,custode,guardian,custode,0.125
3867,aiutatemi,aiutatemi,Help me,VERB,ayúdame,ayúdame,VERB,aiutatemi,ayudame,aiutatemi,0.33333333333333337
3868,affinché,affinché,so that,SCONJ,de modo que,de,ADP,affinche,de modo que,afinché,0.0
3869,stretta,stretto,tight,ADJ,ajustado,ajustado,ADJ,stretto,ajustado,stretto,0.25
3875,rete,rete,net,NOUN,neto,neto,ADJ,rete,neto,rete,0.5
3876,quassù,quassù,up here,ADV,aquí arriba,aquí,ADV,quassu,aqui arriba,quassù,0.2727272727272727
3879,preda,predare,prey,VERB,presa,presa,NOUN,predare,presa,predar,0.6666666666666667
3889,dacci,daccio,give us,VERB,danos,dano,NOUN,daccio,danos,daccio,0.33333333333333337
3891,ciô,ciô,that is,PROPN,eso es,ese,PRON,cio,eso es,ciô,0.0
3892,cintura,cintura,belt,NOUN,cinturón,cinturón,NOUN,cintura,cinturon,cintura,0.75
3896,attraversare,attraversare,cross ,VERB,cruz,cruz,PROPN,attraversare,cruz,attraversar,0.09090909090909094
3901,stiano,stiano,stay,AUX,permanecer,permanecer,VERB,stiano,permanecer,stiano,0.19999999999999996
3902,sorta,sorgere,kind,VERB,amable,amable,ADJ,sorgere,amable,sorger,0.0
3912,leri,lero,yesterday,VERB,ayer,ayer,ADV,lero,ayer,lero,0.25
3918,figiio,Figiio,son,PROPN,hijo,hijo,NOUN,Figiio,hijo,Figiio,0.33333333333333337
3921,cantina,cantina,cellar,NOUN,cava,cava,NOUN,cantina,cava,cantina,0.4285714285714286
3922,cancello,cancello,gate,NOUN,puerta,portar,VERB,cancello,puerta,cancello,0.125
3923,brusio,Brusio,buzz,PROPN,zumbido,zumbido,NOUN,Brusio,zumbido,Brusio,0.2857142857142857
3930,sofferenza,sofferenza,suffering,NOUN,sufrimiento,sufrimiento,NOUN,sofferenza,sufrimiento,soferencia,0.2727272727272727
3933,rossi,Rossi,red,PROPN,rojo,rojo,NOUN,Rossi,rojo,Rossi,0.19999999999999996
3935,ricompensa,ricompensare,reward,VERB,premio,premio,PROPN,ricompensare,premio,ricompensar,0.09090909090909094
3936,quaggiù,quaggiù,down here,ADV,aquí abajo,aquí,ADV,quaggiu,aqui abajo,quaggiù,0.30000000000000004
3938,procedura,procedurare,procedure,VERB,procedimiento,procedimiento,NOUN,procedurare,procedimiento,procedurar,0.46153846153846156
3950,caspita,caspire,woh,VERB,uh,uh,INTJ,caspire,uh,caspir,0.0
3951,carità,carità,charity,NOUN,caridad,caridad,NOUN,carita,caridad,carità,0.5714285714285714
3953,boone,Boone,good,PROPN,bien,bien,ADV,Boone,bien,Boone,0.19999999999999996
3954,avreste,avreste,you would have,VERB,tendrías,tendriar,VERB,avreste,tendrias,avreste,0.0
3962,seguo,seguere,I follow,VERB,sigo,seguir,VERB,seguere,sigo,seguer,0.33333333333333337
3965,rendo,rere,I give,VERB,doy,dar,VERB,rere,doy,rer,0.0
3969,morirai,morirai,you will die,VERB,morirás,morir,VERB,morirai,moriras,morirai,0.7142857142857143
3978,disgustoso,disgustoso,Disgusting,ADJ,desagradable,desagradable,ADJ,disgustoso,desagradable,disgustoso,0.25
3979,deiie,deiie,gods,PROPN,dioses,dios,NOUN,deiie,dioses,deiie,0.33333333333333337
3981,condotto,condurre,conducted,VERB,llevado a cabo,llevar,VERB,condurre,llevado a cabo,condurre,0.0714285714285714
3982,avevate,avevate,you had,VERB,tenias,teniar,VERB,avevate,tenias,avevate,0.1428571428571429
3983,alieno,alieno,alien,ADJ,extraterrestre,extraterrestre,ADJ,alieno,extraterrestre,alieno,0.1428571428571429
3984,addirittura,addirittura,really,ADV,en realidad,en,ADP,addirittura,en realidad,addirittura,0.09090909090909094
3985,addestramento,addestramento,training,NOUN,capacitación,capacitación,NOUN,addestramento,capacitacion,addestramento,0.15384615384615385
3986,accuse,accusa,accusations,VERB,acusaciones,acusación,NOUN,accusa,acusaciones,accusa,0.36363636363636365
3990,spaziale,spaziale,space,ADJ,espacio,espacio,NOUN,spaziale,espacio,spazial,0.4285714285714286
3991,soddisfatto,soddisfare,satisfied,VERB,satisfecho,satisfecho,ADJ,soddisfare,satisfecho,soddisfar,0.30000000000000004
3997,reato,reato,crime,NOUN,delito,delito,NOUN,reato,delito,reato,0.5
3998,pulire,pulire,clean,VERB,limpio,limpio,ADJ,pulire,limpio,pulir,0.16666666666666663
3999,preparati,preparato,get ready,VERB,prepararse,preparar él,VERB,preparato,prepararse,preparato,0.7
4000,pazzia,pazzia,madness,NOUN,locura,locura,NOUN,pazzia,locura,pazzia,0.16666666666666663
4002,nervi,nere,nerves,ADJ,nervios,nervio,NOUN,nere,nervios,ner,0.4285714285714286
4004,muoio,muoio,I die,VERB,muero,morir,VERB,muoio,muero,muoio,0.6
4007,iniziamo,inizare,let&#39;s begin,VERB,vamos a empezar,ir,AUX,inizare,vamos a empezar,inizar,0.19999999999999996
4009,fatelo,fatelo,do it,VERB,hazlo,hacer él,VERB,fatelo,hazlo,fatelo,0.5
4011,disegno,disegno,drawing,NOUN,dibujo,dibujo,NOUN,disegno,dibujo,diseno,0.5
4012,desiderato,desiderato,desired,ADJ,deseado,deseado,ADJ,desiderato,deseado,desiderato,0.6
4013,collegamento,collegamento,connection,NOUN,conexión,conexión,NOUN,collegamento,conexion,collegamento,0.33333333333333337
4015,bimbo,bimbo,baby,NOUN,bebé,bebé,NOUN,bimbo,bebe,bimbo,0.4
4022,tradimento,tradimento,betrayal,NOUN,traición,traición,NOUN,tradimento,traicion,tradimento,0.4
4026,sano,sano,healthy,ADJ,saludable,saludable,ADJ,sano,saludable,sano,0.2222222222222222
4029,on,on,Hon,NOUN,cariño,cariño,NOUN,on,carino,on,0.0
4032,las,las,s,PRON,s,s,NOUN,las,s,las,0.33333333333333337
4034,gomma,gomma,eraser,NOUN,borrador,borrador,NOUN,gomma,borrador,gomma,0.25
4043,daremo,daere,we will give,VERB,daremos,dar,VERB,daere,daremos,daer,0.4285714285714286
4046,confronti,confronto,comparisons,NOUN,comparaciones,comparación,NOUN,confronto,comparaciones,confronto,0.3846153846153846
4047,ció,ció,that is,PRON,eso es,ese,PRON,cio,eso es,ció,0.0
4048,cacciatore,cacciatore,soccer player,NOUN,jugador de fútbol,jugador,NOUN,cacciatore,jugador de futbol,cacciatore,0.11764705882352944
4049,bara,bara,coffin,NOUN,ataúd,ataúd,NOUN,bara,ataud,bara,0.19999999999999996
4050,accada,accada,happen,VERB,suceder,suceder,VERB,accada,suceder,accada,0.2857142857142857
4056,preside,Preside,principal,PROPN,principal,principal,ADJ,Preside,principal,Preside,0.2222222222222222
4058,penserà,pensere,he will think,VERB,pensara,pensar,VERB,pensere,pensara,penser,0.7142857142857143
4061,martedì,martedì,Tuesday,NOUN,martes,martes,NOUN,martedi,martes,martedì,0.7142857142857143
4062,luigi,Luigi,louis,PROPN,luis,luis,PROPN,Luigi,luis,Luigi,0.4
4065,fermatevi,fermatevi,stop,VERB,detener,detener,VERB,fermatevi,detener,fermatevi,0.2222222222222222
4068,eccetto,eccetto,except,ADP,excepto,excepto,ADP,eccetto,excepto,eccetto,0.7142857142857143
4069,duca,duca,duke,NOUN,duque,duque,NOUN,duca,duque,duca,0.4
4072,bravissimo,brave,excellent,ADJ,excelente,excelente,ADJ,brave,excelente,brave,0.11111111111111116
4074,avvertito,avvertire,warned,VERB,prevenido,prevenido,ADJ,avvertire,prevenido,avertir,0.2222222222222222
4079,spinto,spingere,pushed,VERB,empujado,empujado,ADJ,spingere,empujado,spinger,0.125
4080,spetta,spettare,it&#39;s up to,VERB,es hasta,ser,AUX,spettare,es hasta,spettar,0.25
4082,spegnere,spegnere,turn off,VERB,apagar,apagar,VERB,spegnere,apagar,spener,0.33333333333333337
4087,quota,quota,quote,NOUN,cita,cita,NOUN,quota,cita,quota,0.4
4090,morso,morso,bite,NOUN,morder,morder,VERB,morso,morder,morso,0.5
4091,infine,infine,In the end,ADV,al final,al,ADP,infine,al final,infine,0.375
4096,distruzione,distruzione,destruction,NOUN,destrucción,destrucción,NOUN,distruzione,destruccion,distrucion,0.7272727272727273
4097,cina,Cina,China,PROPN,porcelana,porcelán,ADJ,Cina,porcelana,Cina,0.2222222222222222
4098,cavo,cavo,cable,NOUN,cable,cable,NOUN,cavo,cable,cavo,0.4
4107,riuscirò,riuscirò,I will succeed,VERB,tendré éxito,tener,VERB,riusciro,tendre exito,riuscirò,0.16666666666666663
4108,ribelli,ribelle,rebels,ADJ,rebeldes,rebelde,NOUN,ribelle,rebeldes,ribelle,0.625
4110,quindici,quindici,fifteen,NUM,quince,quince,NUM,quindici,quince,quindici,0.625
4111,professionista,professionista,professional,NOUN,profesional,profesional,NOUN,professionista,profesional,professionista,0.6428571428571428
4116,pazzesco,pazzesco,crazy,ADJ,loco,loco,ADJ,pazzesco,loco,pazzesco,0.25
4117,patente,patente,driving license,NOUN,licencia de conducir,licencia,NOUN,patente,licencia de conducir,patente,0.15000000000000002
4119,paro,parare,par,VERB,par,par,NOUN,parare,par,parar,0.6
4123,lasciatelo,lasciatee,leave it,PROPN,dejalo,dejalo,VERB,lasciatee,dejalo,lasciatee,0.11111111111111116
4128,eva,eva,Eve,PROPN,víspera,víspera,NOUN,eva,vispera,eva,0.2857142857142857
4129,esplodere,esplodere,to blow up,VERB,hacer estallar,hacer,VERB,esplodere,hacer estallar,esploder,0.2142857142857143
4131,elenco,elenco,list,NOUN,lista,listo,ADJ,elenco,lista,elenco,0.16666666666666663
4134,dannata,dannato,damned,VERB,maldito,maldito,ADJ,dannato,maldito,dannato,0.4285714285714286
4136,cassaforte,cassaforte,safe,NOUN,seguro,seguro,ADJ,cassaforte,seguro,cassaforte,0.19999999999999996
4138,brindisi,Brindisi,toasts,PROPN,brindis,brindis,PROPN,Brindisi,brindis,Brindisi,0.75
4141,apra,aprere,open,VERB,abierto,abierto,ADJ,aprere,abierto,aprer,0.4285714285714286
4145,tienilo,tieniloere,keep it,VERB,quédatelo,quédatelo,ADJ,tieniloere,quedatelo,tieniloer,0.0
4147,svelti,svelto,hurry,VERB,apurarse,apurar él,VERB,svelto,apurarse,svelto,0.0
4148,spegni,spegnare,switch off,VERB,apagar,apagar,VERB,spegnare,apagar,spenar,0.5
4149,Simpson,Simpson,Simpsons,PROPN,los simpson,el,DET,Simpson,los simpson,Simpson,0.5454545454545454
4155,potrete,potretire,you can,ADJ,puede,poder,AUX,potretire,puede,potretir,0.25
4156,piangi,piangire,you cry,VERB,lloras,llora,NOUN,piangire,lloras,piangir,0.0
4157,ostaggi,ostaggio,hostages,NOUN,rehenes,rehén,NOUN,ostaggio,rehenes,ostaggio,0.0
4160,mira,mirare,aim,VERB,apuntar,apuntar,VERB,mirare,apuntar,mirar,0.2857142857142857
4171,compagna,compagna,mate,NOUN,compañero,compañero,NOUN,compagna,companero,compana,0.5555555555555556
4179,altrettanto,altrettanto,likewise,ADV,asimismo,asimismo,ADV,altrettanto,asimismo,altrettanto,0.18181818181818177
4180,alleanza,Alleanza,alliance,NOUN,alianza,alianza,NOUN,Alleanza,alianza,Alleanza,0.625
4181,accendere,accendere,turn on,VERB,encender,encender,VERB,accendere,encender,accender,0.75
4183,undici,undici,eleven,NUM,once,once,NUM,undici,once,undici,0.33333333333333337
4184,tolga,tolere,remove,VERB,eliminar,eliminar,VERB,tolere,eliminar,toler,0.125
4186,spazzatura,spazzatura,garbage,NOUN,basura,basura,NOUN,spazzatura,basura,spazzatura,0.4
4187,spagna,Spagna,Spain,PROPN,españa,españa,PROPN,Spagna,espana,Spana,0.5
