rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,match_type,score
1215,fallo,fallo,foul,NOUN,falta,faltar,VERB,wordnet,0.6666666666666667
1216,veloce,veloce,fast,ADJ,rápido,rápido,ADJ,wordnet,0.6666666666666667
1241,son,son,I am,AUX,soy,ser,AUX,levenshtein,0.6666666666666667
1300,corso,correre,course,VERB,curso,curso,NOUN,wordnet,0.6666666666666667
1318,fiori,fiore,flowers,NOUN,flores,flor,NOUN,levenshtein,0.6666666666666667
1327,battaglia,battaglia,battle,NOUN,batalla,batalla,NOUN,levenshtein,0.6666666666666667
1450,andremo,andere,we will go,VERB,iremos,ir,VERB,wordnet,0.6666666666666667
1451,azione,azione,action,NOUN,acción,acción,NOUN,levenshtein,0.6666666666666667
1460,muoviti,muovire,move,PROPN,mover,mover,VERB,levenshtein,0.6666666666666667
1505,pesce,pesce,fish,NOUN,pez,pez,NOUN,wordnet,0.6666666666666667
1518,ispettore,ispettore,inspector,NOUN,inspector,inspector,NOUN,levenshtein,0.6666666666666667
1525,comune,comune,common,ADJ,común,común,ADJ,levenshtein,0.6666666666666667
1529,collo,collo,neck,NOUN,cuello,cuello,NOUN,levenshtein,0.6666666666666667
1548,prezzo,prezzo,price,NOUN,precio,precio,NOUN,levenshtein,0.6666666666666667
1591,fucile,fucile,rifle,NOUN,rifle,rifle,NOUN,wordnet,0.6666666666666667
1605,bottiglia,bottiglia,bottle,NOUN,botella,botella,NOUN,levenshtein,0.6666666666666667
1628,capace,capace,capable,ADJ,capaz,capaz,ADJ,levenshtein,0.6666666666666667
1654,attore,attore,actor,NOUN,actor,actor,NOUN,levenshtein,0.6666666666666667
1689,giustizia,giustizia,justice,NOUN,justicia,justicia,NOUN,levenshtein,0.6666666666666667
1766,notato,notare,noted,VERB,anotado,anotar,VERB,wordnet,0.6666666666666667
1809,sabato,sabato,Saturday,NOUN,sábado,sábado,NOUN,levenshtein,0.6666666666666667
1819,stile,stile,style,NOUN,estilo,estilo,NOUN,levenshtein,0.6666666666666667
1835,raggio,raggio,radius,NOUN,radio,radio,NOUN,levenshtein,0.6666666666666667
1886,contratto,contrarre,contract,VERB,contrato,contrato,NOUN,levenshtein,0.6666666666666667
1900,direzione,direzione,direction,NOUN,dirección,dirección,NOUN,levenshtein,0.6666666666666667
1937,angelo,angelo,angel,NOUN,ángel,ángel,PROPN,levenshtein,0.6666666666666667
1978,interesse,interesse,interest,NOUN,interés,interés,NOUN,levenshtein,0.6666666666666667
1981,carico,carico,load,NOUN,carga,carga,NOUN,wordnet,0.6666666666666667
2043,velocità,velocità,speed,NOUN,velocidad,velocidad,NOUN,levenshtein,0.6666666666666667
2070,ladro,ladro,thief,NOUN,ladrón,ladrón,NOUN,levenshtein,0.6666666666666667
2099,morendo,morere,dying,VERB,muriendo,morir,VERB,wordnet,0.6666666666666667
2103,titolo,titolo,title,NOUN,título,título,NOUN,levenshtein,0.6666666666666667
2115,felicità,felicità,happiness,NOUN,felicidad,felicidad,NOUN,levenshtein,0.6666666666666667
2186,capacità,capacità,capacity,NOUN,capacidad,capacidad,NOUN,levenshtein,0.6666666666666667
2200,miglia,miglio,miles,NOUN,millas,milla,NOUN,levenshtein,0.6666666666666667
2223,fonte,fonte,source,NOUN,fuente,fuente,NOUN,levenshtein,0.6666666666666667
2244,testimone,testimone,witness,NOUN,testigo,testigo,NOUN,levenshtein,0.6666666666666667
2285,polvere,polvere,dust,NOUN,polvo,polvo,NOUN,levenshtein,0.6666666666666667
2352,truppe,truppa,troops,NOUN,tropas,tropa,NOUN,wordnet,0.6666666666666667
2359,esame,esame,examination,NOUN,examen,examen,NOUN,levenshtein,0.6666666666666667
2364,autorità,autorità,authority,NOUN,autoridad,autoridad,NOUN,levenshtein,0.6666666666666667
2390,piatto,piatto,dish,NOUN,plato,plato,NOUN,levenshtein,0.6666666666666667
2415,ferro,ferro,iron,NOUN,hierro,hierro,NOUN,levenshtein,0.6666666666666667
2418,dimmelo,dimmee,tell me,VERB,dime,dimir,VERB,levenshtein,0.6666666666666667
2437,conoscete,conoscete,you know,VERB,sabes,saber,VERB,wordnet,0.6666666666666667
2453,aiiora,aiiora,now,ADV,ahora,ahora,ADV,levenshtein,0.6666666666666667
2511,venti,venti,winds,NUM,vientos,viento,NOUN,wordnet,0.6666666666666667
2561,malata,malato,sick,VERB,enfermo,enfermo,NOUN,wordnet,0.6666666666666667
2562,lancio,lancio,launch,NOUN,lanzamiento,lanzamiento,NOUN,wordnet,0.6666666666666667
2567,corridoio,corridoio,hallway,NOUN,pasillo,pasillo,NOUN,wordnet,0.6666666666666667
2587,teletrasporto,teletrasporto,teleportation,NOUN,teletransportación,teletransportación,NOUN,levenshtein,0.6666666666666667
2636,centinaia,centinaio,hundreds,NOUN,cientos,ciento,NUM,wordnet,0.6666666666666667
2650,dirmelo,dirmee,tell me,NOUN,dime,dimir,VERB,levenshtein,0.6666666666666667
2691,maledetta,maledetto,damned,VERB,maldito,maldito,ADJ,levenshtein,0.6666666666666667
2726,labbra,labbro,lip,NOUN,labio,labio,NOUN,levenshtein,0.6666666666666667
2741,maschio,maschio,male,NOUN,masculino,masculino,ADJ,levenshtein,0.6666666666666667
2759,lunedì,lunedì,Monday,NOUN,lunes,lunes,NOUN,levenshtein,0.6666666666666667
2856,divertimento,divertimento,fun,NOUN,divertido,divertido,ADJ,levenshtein,0.6666666666666667
2886,scrittore,scrittore,writer,NOUN,escritor,escritor,NOUN,levenshtein,0.6666666666666667
2916,rovina,rovina,ruin,NOUN,ruina,ruina,NOUN,levenshtein,0.6666666666666667
2949,bevo,bevere,I drink,VERB,bebo,beber,VERB,wordnet,0.6666666666666667
2959,erba,erba,grass,NOUN,césped,césped,NOUN,wordnet,0.6666666666666667
2982,emozioni,emozione,emotions,NOUN,emociones,emoción,NOUN,levenshtein,0.6666666666666667
3028,corda,corda,rope,NOUN,soga,soga,NOUN,wordnet,0.6666666666666667
3069,dichiarazione,dichiarazione,declaration,NOUN,declaración,declaración,NOUN,levenshtein,0.6666666666666667
3088,indovinare,indovinare,guess,VERB,adivinar,adivinar,VERB,levenshtein,0.6666666666666667
3119,risate,risata,laughter,NOUN,risa,risa,NOUN,levenshtein,0.6666666666666667
3160,ori,ore,gold,NOUN,oro,oro,NOUN,levenshtein,0.6666666666666667
3282,cominciamo,comincare,let&#39;s begin,VERB,comencemos,comenzar,VERB,wordnet,0.6666666666666667
3319,cavaliere,cavaliere,knight,NOUN,caballero,caballero,NOUN,levenshtein,0.6666666666666667
3323,armato,armare,armed,VERB,armado,armado,ADJ,levenshtein,0.6666666666666667
3356,gelato,gelato,ice-cream,NOUN,helado,helado,NOUN,levenshtein,0.6666666666666667
3399,funzioni,funzione,functions,NOUN,funciones,función,NOUN,levenshtein,0.6666666666666667
3444,conosciuta,conosciere,known,VERB,conocido,conocido,ADJ,levenshtein,0.6666666666666667
3452,salto,salto,jump,NOUN,saltar,saltar,VERB,levenshtein,0.6666666666666667
3463,identità,identità,identity,NOUN,identidad,identidad,NOUN,levenshtein,0.6666666666666667
3506,mandi,mandre,send,NOUN,enviar,enviar,VERB,wordnet,0.6666666666666667
3535,conte,conte,Count,NOUN,contar,contar,VERB,levenshtein,0.6666666666666667
3548,reverendo,reverere,Reverend,VERB,reverendo,reverendo,VERB,levenshtein,0.6666666666666667
3554,lance,lancia,spears,VERB,lanzas,lanza,NOUN,wordnet,0.6666666666666667
3567,viviamo,vivare,we live,VERB,vivimos,vivir,VERB,wordnet,0.6666666666666667
3588,facesse,facere,did,VERB,hizo,hacer,VERB,wordnet,0.6666666666666667
3672,catturato,catturare,captured,VERB,capturado,capturado,ADJ,levenshtein,0.6666666666666667
3683,pancia,pancia,belly,NOUN,barriga,barriga,NOUN,wordnet,0.6666666666666667
3693,comunità,comunità,community,NOUN,comunidad,comunidad,NOUN,levenshtein,0.6666666666666667
3775,imbecille,imbecille,imbecile,ADJ,imbécil,imbécil,ADJ,levenshtein,0.6666666666666667
3815,possiede,possedere,owns,VERB,posee,poseer,VERB,wordnet,0.6666666666666667
3826,cittadini,cittadino,citizens,NOUN,ciudadanos,ciudadano,NOUN,wordnet,0.6666666666666667
3857,giulia,Giulia,Julia,PROPN,julia,julia,PROPN,levenshtein,0.6666666666666667
3879,preda,predare,prey,VERB,presa,presa,NOUN,levenshtein,0.6666666666666667
4032,las,las,thes,PRON,los,el,DET,levenshtein,0.6666666666666667
4171,compagna,compagna,companion,NOUN,compañero,compañero,NOUN,wordnet,0.6666666666666667
4199,orrore,orrore,horror,NOUN,horror,horror,NOUN,levenshtein,0.6666666666666667
4279,traditore,traditore,traitor,NOUN,traidor,traidor,INTJ,levenshtein,0.6666666666666667
4285,roccia,roccia,rock,NOUN,roca,roca,NOUN,levenshtein,0.6666666666666667
4352,sapore,sapore,taste,NOUN,gusto,gusto,NOUN,wordnet,0.6666666666666667
4355,registrazione,registrazione,registration,NOUN,registro,registro,NOUN,levenshtein,0.6666666666666667
4434,investito,investire,invested,VERB,invertido,invertido,ADJ,levenshtein,0.6666666666666667
4473,pozione,pozione,potion,NOUN,poción,poción,NOUN,levenshtein,0.6666666666666667
4508,parete,parete,wall,NOUN,muro,muro,NOUN,wordnet,0.6666666666666667
4510,oscurità,oscurità,darkness,NOUN,oscuridad,oscuridad,NOUN,levenshtein,0.6666666666666667
4624,girati,girato,turn around,VERB,giro de vuelta,giro,NOUN,wordnet,0.6666666666666667
4661,greci,greco,Greeks,ADJ,griegos,griego,NOUN,wordnet,0.6666666666666667
4703,luglio,luglio,July,NOUN,julio,julio,NOUN,levenshtein,0.6666666666666667
4729,riparo,riparo,shelter,NOUN,refugio,refugio,NOUN,wordnet,0.6666666666666667
4757,eternità,eternità,eternity,NOUN,eternidad,eternidad,NOUN,levenshtein,0.6666666666666667
4952,aprile,aprile,April,NOUN,abril,abril,NOUN,levenshtein,0.6666666666666667
4978,muovi,muovare,move,NOUN,mover,mover,VERB,levenshtein,0.6666666666666667
4980,minore,minore,minor,ADJ,menor,menor,ADJ,levenshtein,0.6666666666666667
4988,frutto,frutto,fruit,NOUN,fruta,fruta,NOUN,levenshtein,0.6666666666666667
4111,professionista,professionista,professional,NOUN,profesional,profesional,NOUN,levenshtein,0.6428571428571428
836,possibilità,possibilità,possibility,NOUN,posibilidad,posibilidad,NOUN,levenshtein,0.6363636363636364
1086,spettacolo,spettacolo,show,NOUN,espectáculo,espectáculo,NOUN,levenshtein,0.6363636363636364
1340,principessa,principesso,princess,PRON,princesa,princesa,NOUN,levenshtein,0.6363636363636364
1601,pensiero,pensiero,thought,NOUN,pensamiento,pensamiento,NOUN,levenshtein,0.6363636363636364
1744,conoscenza,conoscenza,knowledge,NOUN,conocimiento,conocimiento,NOUN,wordnet,0.6363636363636364
1756,opportunità,opportunità,opportunity,NOUN,oportunidad,oportunidad,NOUN,levenshtein,0.6363636363636364
1961,personaggio,personaggio,character,NOUN,personaje,personaje,NOUN,levenshtein,0.6363636363636364
2229,affascinante,affascinare,fascinating,VERB,fascinante,fascinante,ADJ,wordnet,0.6363636363636364
2995,maresciallo,maresciallo,marshal,NOUN,mariscal,mariscal,NOUN,levenshtein,0.6363636363636364
3371,pavimento,pavimento,flooring,NOUN,piso,piso,NOUN,wordnet,0.6363636363636364
3692,divertendo,divertere,having fun,VERB,divirtiéndose,divertir él,VERB,wordnet,0.6363636363636364
4627,disperato,disperato,desperate,ADJ,desesperado,desesperado,ADJ,levenshtein,0.6363636363636364
168,qualcuno,qualcuno,someone,PRON,alguien,alguien,PRON,wordnet,0.625
257,aspetta,aspettare,Wait,VERB,esperar,esperar,VERB,levenshtein,0.625
389,mentre,mentre,While,SCONJ,mientras,mientras,SCONJ,levenshtein,0.625
420,ricordi,ricordo,memories,VERB,recuerdos,recuerdo,NOUN,wordnet,0.625
701,deciso,decidere,decided,VERB,decidido,decidido,ADJ,levenshtein,0.625
778,semplice,semplice,simple,ADJ,simple,simple,ADJ,levenshtein,0.625
815,prossima,prossimo,next,ADJ,próximo,próximo,ADJ,levenshtein,0.625
845,ospedale,ospedale,hospital,NOUN,hospital,hospital,NOUN,levenshtein,0.625
856,giornata,giornata,day,NOUN,día,día,NOUN,wordnet,0.625
929,milioni,milione,millions,NOUN,millones,millón,NOUN,levenshtein,0.625
1046,tenere,tenere,hold,VERB,sostener,sostener,VERB,levenshtein,0.625
1099,spirito,spirito,spirit,NOUN,espíritu,espíritu,NOUN,levenshtein,0.625
1103,studio,studio,study,NOUN,estudiar,estudiar,VERB,levenshtein,0.625
1111,cervello,cervello,brain,NOUN,cerebro,cerebro,NOUN,levenshtein,0.625
1387,società,società,society,NOUN,sociedad,sociedad,NOUN,levenshtein,0.625
1438,compagno,compagno,company,NOUN,compañía,compañía,NOUN,levenshtein,0.625
1673,potessi,potessi,I could,AUX,pude,poder,VERB,wordnet,0.625
1721,maledetto,maledire,cursed,VERB,maldito,maldito,ADJ,wordnet,0.625
1845,immagine,immagine,image,NOUN,imagen,imagen,NOUN,levenshtein,0.625
1922,disturbo,disturbo,I disturb,NOUN,perturbo,perturbo ,VERB,levenshtein,0.625
1944,maestà,maestà,majesty,NOUN,majestad,majestad,NOUN,levenshtein,0.625
1968,paradiso,Paradiso,paradise,PROPN,paraíso,paraíso,PROPN,levenshtein,0.625
1971,stagione,stagione,season,NOUN,estación,estación,NOUN,levenshtein,0.625
1980,compito,compito,task,NOUN,tarea,tarea,NOUN,wordnet,0.625
2031,trappola,trappola,trap,NOUN,trampa,trampa,NOUN,levenshtein,0.625
2055,ordinato,ordinare,tidy,VERB,ordenado,ordenado,ADJ,levenshtein,0.625
2076,volontà,volontà,will,NOUN,voluntad,voluntad,NOUN,levenshtein,0.625
2112,occupato,occupare,busy,VERB,ocupado,ocupado,ADJ,wordnet,0.625
2306,desideri,desidero,desires,VERB,deseos,deseo,NOUN,wordnet,0.625
2372,germania,Germania,Germany,PROPN,alemania,alemania,PROPN,levenshtein,0.625
2408,tentato,tentare,attempted,VERB,atentado,atentado,NOUN,levenshtein,0.625
2420,cassetta,cassetta,cassette,NOUN,casete,casete,NOUN,levenshtein,0.625
2596,taglia,tagliare,cut,VERB,cortar,cortar,VERB,wordnet,0.625
2743,fumare,fumare,smoking,VERB,de fumar,de,ADP,levenshtein,0.625
2907,media,medio,average,ADJ,promedio,promedio,NOUN,levenshtein,0.625
2909,giudizio,giudizio,judgment,NOUN,juicio,juicio,NOUN,levenshtein,0.625
3004,servi,servo,servants,NOUN,servicio,servicio,NOUN,levenshtein,0.625
3208,orgoglio,orgoglio,pride,NOUN,orgullo,orgullo,NOUN,levenshtein,0.625
3220,servo,servare,servant,VERB,servidor,servidor,NOUN,levenshtein,0.625
3311,pasquale,pasquale,Easter,ADJ,pascua de resurrección,pascua,PROPN,wordnet,0.625
3374,guadagnare,guadagnare,earn,VERB,ganar,ganar,VERB,levenshtein,0.625
3400,femmina,femmina,female,NOUN,femenino,femenino,ADJ,levenshtein,0.625
3549,quadro,quadro,Square,NOUN,cuadrado,cuadrado,NOUN,levenshtein,0.625
3558,carrozza,carrozza,carriage,NOUN,carro,carro,NOUN,levenshtein,0.625
3630,prodotto,produrre,product,VERB,producto,producto,NOUN,levenshtein,0.625
3670,comitato,comitato,committee,NOUN,comité,comité,NOUN,levenshtein,0.625
3678,viaggiare,viaggiare,travel,VERB,viajar,viajar,VERB,levenshtein,0.625
3725,vendita,venditare,sale,VERB,venta,venta,NOUN,levenshtein,0.625
3981,condotto,condurre,duct,VERB,conducto,conducto,NOUN,levenshtein,0.625
4110,quindici,quindici,fifteen,NUM,quince,quince,NUM,levenshtein,0.625
4129,esplodere,esplodere,explode,VERB,explotar,explotar,VERB,levenshtein,0.625
4180,alleanza,Alleanza,alliance,NOUN,alianza,alianza,NOUN,levenshtein,0.625
4188,sforzo,sforzo,effort,NOUN,esfuerzo,esfuerzo,NOUN,levenshtein,0.625
4319,obiezione,obiezione,objection,NOUN,objeción,objeción,NOUN,levenshtein,0.625
4323,marchi,marchio,brands,NOUN,marcas,marca,NOUN,wordnet,0.625
4391,ossigeno,ossigeno,oxygen,NOUN,oxígeno,oxígeno,NOUN,levenshtein,0.625
4470,ricetta,ricettare,recipe,VERB,receta,receta,NOUN,levenshtein,0.625
4541,miliardi,miliardo,billions,NOUN,miles de millones,mil,NUM,wordnet,0.625
4643,sorridi,sorridare,smile,ADJ,sonrisa,sonrisa,NOUN,levenshtein,0.625
4814,vivente,vivente,living,ADJ,viviendo,vivir,VERB,levenshtein,0.625
4961,sospira,sospirare,sighs,VERB,suspiros,suspiro,NOUN,levenshtein,0.625
4963,sollievo,sollievo,relief,NOUN,alivio,alivio,NOUN,wordnet,0.625
4976,offeso,offendere,offended,VERB,ofendido,ofendido,ADJ,levenshtein,0.625
38,bene,bene,Well,ADV,bien,bien,ADV,wordnet,0.6
60,ora,ora,Now,ADV,ahora,ahora,ADV,levenshtein,0.6
113,altro,altro,other,PRON,otro,otro,DET,levenshtein,0.6
249,notte,notte,Night,NOUN,noche,noche,NOUN,levenshtein,0.6
258,amore,amore,Love,NOUN,amar,amar,VERB,levenshtein,0.6
293,sotto,sotto,under,ADP,bajo,bajo,ADP,wordnet,0.6
342,dici,dici,you say,VERB,dices,decir,VERB,levenshtein,0.6
359,piano,piano,floor,NOUN,piso,piso,NOUN,levenshtein,0.6
379,quasi,quasi,Almost,ADV,casi,casi,ADV,levenshtein,0.6
459,piedi,piede,feet,NOUN,pies,pie,NOUN,levenshtein,0.6
483,dica,dicere,say,VERB,decir,decir,VERB,levenshtein,0.6
526,dammi,dammi,give me,VERB,dame,dame,VERB,levenshtein,0.6
529,fuoco,fuoco,fire,NOUN,fuego,fuego,NOUN,levenshtein,0.6
538,mezzo,mezzo,half,NOUN,medio,medio,NUM,levenshtein,0.6
560,bere,bere,drink,VERB,beber,beber,VERB,levenshtein,0.6
589,lungo,lungo,long,ADV,largo,largo,ADJ,levenshtein,0.6
629,vivo,vivo,live,ADJ,vivir,vivir,VERB,levenshtein,0.6
653,dieci,dieci,ten,NUM,diez,diez,NUM,levenshtein,0.6
682,sarai,saere,you will be,VERB,será,ser,AUX,wordnet,0.6
762,odio,odiare,hatred,VERB,odio,odio,NOUN,levenshtein,0.6
780,divertente,divertente,fun,ADJ,divertido,divertido,ADJ,levenshtein,0.6
803,colonnello,colonnello,Colonel,NOUN,coronel,coronel,NOUN,levenshtein,0.6
874,sette,sette,seven,NUM,siete,siete,NUM,levenshtein,0.6
896,anima,anima,soul,NOUN,alma,alma,NOUN,levenshtein,0.6
904,pieno,pieno,full,ADJ,lleno,lleno,ADJ,levenshtein,0.6
977,sorpresa,sorprendere,surprise,VERB,sorpresa,sorpresa,NOUN,levenshtein,0.6
1022,sesso,sesso,sex,NOUN,sexo,sexo,NOUN,levenshtein,0.6
1037,stanotte,stanotte,tonight,NOUN,esta noche,este,DET,levenshtein,0.6
1068,parlo,parlo,I speak,VERB,hablo,hablar,VERB,levenshtein,0.6
1082,caldo,caldo,heat,ADJ,calor,calor,NOUN,levenshtein,0.6
1092,dura,durare,hard,VERB,duro,duro,ADJ,levenshtein,0.6
1104,immagino,immagino,I imagine,VERB,me imagino,yo,PRON,levenshtein,0.6
1149,rosso,rosso,red,ADJ,rojo,rojo,NOUN,levenshtein,0.6
1221,rotta,rotta,route,NOUN,ruta,ruta,NOUN,levenshtein,0.6
1228,volo,volo,flight,NOUN,vuelo,vuelo,NOUN,levenshtein,0.6
1290,nove,nove,nine,NUM,nueve,nueve,NUM,levenshtein,0.6
1291,andrò,anard,I will go,NOUN,voy a ir,ir,AUX,wordnet,0.6
1298,nord,nord,north,NOUN,norte,norte,NOUN,levenshtein,0.6
1314,banca,Banca,bank,NOUN,banco,banco,NOUN,levenshtein,0.6
1330,pericoloso,pericoloso,dangerous,ADJ,peligroso,peligroso,ADJ,levenshtein,0.6
1336,comincia,cominciare,it begins,VERB,comienza,comenzar,VERB,wordnet,0.6
1429,compleanno,compleanno,birthday,NOUN,cumpleaños,cumpleaños,NOUN,levenshtein,0.6
1444,contrario,contrario,on the contrary,ADJ,de lo contrario,de,ADP,levenshtein,0.6
1458,spada,spada,spade,NOUN,pala,pala,PROPN,levenshtein,0.6
1462,natura,natura,nature,NOUN,naturaleza,naturaleza,NOUN,levenshtein,0.6
1491,innamorato,innamorare,in love,VERB,enamorado,enamorado,ADJ,wordnet,0.6
1550,guida,guida,guide,VERB,guía,guía,NOUN,levenshtein,0.6
1567,eroe,eroe,hero,NOUN,héroe,héroe,NOUN,levenshtein,0.6
1581,utile,utile,useful,ADJ,útil,útil,ADJ,levenshtein,0.6
1693,odore,odore,odor,NOUN,olor,olor,NOUN,levenshtein,0.6
1770,convinto,convinto,convinced,ADJ,convencido,convencido,ADJ,levenshtein,0.6
1822,basso,basso,Bass,ADJ,bajo,bajo,ADP,levenshtein,0.6
1957,buco,buco,hole,NOUN,agujero,agujero,NOUN,wordnet,0.6
2023,danni,danno,damage,NOUN,daño,daño,NOUN,levenshtein,0.6
2052,ruolo,ruolo,role,NOUN,role,role,PROPN,levenshtein,0.6
2081,potrò,potrò,I will be able to,AUX,podré,podré,AUX,levenshtein,0.6
2114,fumo,fumo,smoke,NOUN,fumar,fumar,VERB,levenshtein,0.6
2201,mezzanotte,mezzanotte,midnight,NOUN,medianoche,medianoche,NOUN,levenshtein,0.6
2238,socio,socio,partner,NOUN,pareja,pareja,NOUN,wordnet,0.6
2253,uova,uovo,egg,NOUN,huevo,huevo,NOUN,levenshtein,0.6
2328,tetto,tetto,roof,NOUN,techo,techo,PROPN,levenshtein,0.6
2531,spiacente,spiacente,impatient,ADJ,impaciente,impaciente,PROPN,levenshtein,0.6
2688,raccontato,raccontare,told,VERB,dijo,decir,VERB,wordnet,0.6
2719,pubblicità,pubblicità,advertising,NOUN,publicidad,publicidad,NOUN,levenshtein,0.6
2812,sospetto,sospetto,suspected,NOUN,sospechoso,sospechoso,ADJ,levenshtein,0.6
2835,ovest,ovest,west,NOUN,oeste,oeste,NOUN,levenshtein,0.6
2861,petto,petto,chest,NOUN,pecho,pecho,NOUN,levenshtein,0.6
3114,vacca,Vacca,cow,PROPN,vaca,vaca,PROPN,levenshtein,0.6
3151,confuso,confuso,confused,ADJ,confundido,confundido,ADJ,levenshtein,0.6
3181,sacro,sacro,sacred,ADJ,sagrado,sagrado,ADJ,wordnet,0.6
3346,cimitero,cimitero,graveyard,NOUN,cementerio,cementerio,NOUN,levenshtein,0.6
3384,tocco,tocco,touch,NOUN,tocar,tocar,VERB,levenshtein,0.6
3407,unione,Unione,union,NOUN,unión,unión,PROPN,levenshtein,0.6
3414,leone,leone,lion,NOUN,león,león,NOUN,levenshtein,0.6
3442,disco,disco,disc,NOUN,desct,desct,ADJ,levenshtein,0.6
3696,umore,umore,humor,NOUN,humor,humor,NOUN,levenshtein,0.6
3724,voto,voto,vote,NOUN,votar,votar,VERB,levenshtein,0.6
3739,odi,odi,hate,ADP,odiar,odiar,VERB,levenshtein,0.6
3851,pattuglia,pattugliare,patrol,VERB,patrulla,patrulla,NOUN,levenshtein,0.6
4012,desiderato,desiderato,desired,ADJ,deseado,deseado,ADJ,levenshtein,0.6
4043,daremo,daere,we will give,VERB,daremos,dar,VERB,wordnet,0.6
