rango,parola,frequenza,lemma,inglese,it_reverse
1926,pressione,251,pressione,pressure,pressione
1927,pensarci,251,pensare ci,think about it,pensaci
1928,neppure,251,neppure,not even,nemmeno
1929,lasciamo,251,lasciare,we leave,lasciamo
1930,jones,251,Jones,jones,jones
1931,champagne,251,champagna,Champagne,Champagne
1932,stanca,250,stancare,tired,Stanco
1933,rossa,250,rosso,red,rosso
1934,migliaia,250,migliaio,thousands,migliaia
1935,facevo,250,facevo,I did,L&#39;ho fatto
1936,diamo,250,dare,come on,Dai
1937,angelo,250,angelo,angel,angelo
1938,andarci,250,andare ci,go there,vai lì
1939,vissuto,249,vivere,lived,vissuto
1940,tornerà,249,tornare,will come back,ritornerà
1941,scudi,249,scudo,shields,scudi
1942,potevi,249,potevi,you could,potresti
1943,motore,249,motore,motor,il motore
1944,maestà,249,maestà,majesty,maestà
1945,genio,249,genio,genius,genio
1946,europa,249,Europa,Europe,Europa
1947,daniel,249,Daniel,daniel,Daniele
1948,creatura,249,creatura,creature,creatura
1949,babbo,249,Babbo,dad,Papà
1950,angeles,249,Angeles,angeles,angeles
1951,troviamo,248,trovare,we find,noi troviamo
1952,steve,248,steve,steve,steve
1953,rilassati,248,rilassare,take it easy,calmati
1954,qu,248,qu,qu,qu
1955,potente,248,potente,powerful,potente
1956,particolare,248,particolare,particular,particolare
1957,buco,248,buco,hole,buco
1958,um,247,um,um,ehm
1959,toccare,247,toccare,touch,tocco
1960,preferito,247,preferire,favorite,preferito
1961,personaggio,247,personaggio,character,carattere
1962,neeli,247,neelio,neeli,neili
1963,chakotay,247,chakotay,chakotay,chakotay
1964,centrale,247,centrale,central,centrale
1965,sarete,246,sarete,you will be,sarai
1966,roger,246,Roger,roger,Ruggero
1967,perfino,246,perfino,even,Anche
1968,paradiso,246,Paradiso,paradise,Paradiso
1969,orecchie,246,orecchia,ears,orecchie
1970,edith,246,edith,edith,edit
1971,stagione,245,stagione,season,stagione
1972,ospiti,245,ospite,guests,ospiti
1973,minaccia,245,minacciare,threat,minaccia
1974,azioni,245,azione,actions,Azioni
1975,turno,244,turno,shift,spostare
1976,stavolta,244,stavolta,this time,questa volta
1977,sparo,244,sparo,I&#39;m shooting,Sto sparando
1978,interesse,244,interesse,interest,interesse
1979,immaginare,244,immaginare,imagine,immaginare
1980,compito,244,compito,task,compito
1981,carico,244,carico,load,carico
1982,camion,244,camion,truck,camion
1983,vergogna,243,vergogna,shame,vergogna
1984,speriamo,243,sperare,We hope,Speriamo
1985,portami,243,portamio,bring me,Portami
1986,pensieri,243,pensiero,thoughts,pensieri
1987,nt,243,nt,nt,nt
1988,guidare,243,guidare,guide,guida
1989,fermare,243,fermare,stop,fermare
1990,chicago,243,Chicago,Chicago,Chicago
1991,tornerò,242,tornare,I&#39;ll be back,Tornerò
1992,nervoso,242,nervoso,nervous,nervoso
1993,mandare,242,mandare,send,Inviare
1994,conosciamo,242,conoscere,we know,sappiamo
1995,compagni,242,compagno,companions,compagni
1996,caduto,242,cadere,fallen,caduto
1997,andarsene,242,andare si ne,Leave,Partire
1998,seguire,241,seguire,follow,seguire
1999,scusatemi,241,scusatemi,sorry,Scusa
2000,richiesta,241,richiesta,request,richiesta
2001,principale,241,principale,principal,principale
2002,ossa,241,osso,bone,osso
2003,arresto,241,arresto,arrest,arresto
2004,alba,241,alba,Sunrise,Alba
2005,politica,240,politico,politics,politica
2006,lasciarmi,240,lasciare mi,leave me,Lasciami
2007,castello,240,castello,castle,castello
2008,andarmene,240,andarmene,leave,Partire
2009,troveremo,239,troveremere,we will find,noi troveremo
2010,tedesco,239,tedesco,German,Tedesco
2011,prete,239,prete,priest,sacerdote
2012,miranda,239,mirandare,miranda,Miranda
2013,malattia,239,malattia,illness,malattia
2014,kate,239,Kate,kate,Kate
2015,fabbrica,239,fabbrica,factory,fabbrica
2016,avranno,239,avere,they will have,loro avranno
2017,valore,238,valore,value,valore
2018,tribunale,238,tribunale,court,Tribunale
2019,scappato,238,scappare,ran away,scappato
2020,plancia,238,plancia,dashboard,pannello di controllo
2021,mettiti,238,mettire,put on,mettere
2022,inoltre,238,inoltre,Furthermore,Inoltre
2023,danni,238,danno,damage,danno
2024,conti,238,conto,accounts,conti
2025,sciocchezze,237,sciocchezza,nonsense,senza senso
2026,pensano,237,pensare,they think,pensano
2027,miracolo,237,miracolo,miracle,miracolo
2028,larry,237,larry,larry,larry
2029,grida,237,gridare,shout,gridare
2030,washington,236,Washington,Washington,Washington
2031,trappola,236,trappola,trap,trappola
2032,potremo,236,potere,we can,noi possiamo
2033,lieto,236,lieto,glad,lieto
2034,laboratorio,236,laboratorio,laboratory,laboratorio
2035,avermi,236,avere mi,have me,prendimi
2036,aó,236,aó,aó,aó
2037,amante,236,amante,lover,amante
2038,vendere,235,vendere,sell,vendere
2039,porca,235,porco,slut,troia
2040,intanto,235,intanto,meanwhile,Nel frattempo
2041,entrata,235,entrare,entrance,Entrata
2042,dritto,235,drigtiere,straight,Dritto
2043,velocità,234,velocità,speed,velocità
2044,uccidermi,234,uccidere mi,kill myself,uccidermi
2045,luci,234,luce,lights,luci
2046,fattoria,234,fattoria,farm,azienda agricola
2047,detective,234,detectiva,detective,detective
2048,continuo,234,continuo,continuous,continuo
2049,tomba,233,tomba,tomb,tomba
2050,siegfried,233,siegfrire ed,siegfried,Sigfrido
2051,scuse,233,scusa,apologies,scuse
2052,ruolo,233,ruolo,role,ruolo
2053,propria,233,proprio,own,Proprio
2054,passione,233,passione,passion,passione
2055,ordinato,233,ordinare,tidy,Ordinato
2056,mosca,233,mosca,fly,volare
2057,martin,233,martin,martin,Martino
2058,kes,233,Kes,kes,ok
2059,grossa,233,grosso,big,grande
2060,sensori,232,sensore,sensors,sensori
2061,premio,232,premio,prize,premio
2062,dormi,232,dormire,sleep,sonno
2063,dallo,232,da il,give it,daglielo
2064,aspettiamo,232,aspettare,let&#39;s wait,aspettiamo
2065,tiene,231,tenere,holds,tiene
2066,stampa,231,stampa,press,premere
2067,sembrare,231,sembrare,seem,sembrare
2068,ospite,231,ospite,guest,ospite
2069,maggior,231,maggiore,greatest,più grande
2070,ladro,231,ladro,thief,ladro
2071,grazia,231,grazia,grace,adornare
2072,esistenza,231,esistenza,existence,esistenza
2073,bei,231,bello,beautiful,Bellissimo
2074,attesa,231,attendere,wait,Aspettare
2075,aiuta,231,aiutare,it helps,aiuta
2076,volontà,230,volontà,will,Volere
2077,tipi,230,tipo,types,tipi
2078,succedere,230,succedere,happen,accadere
2079,rimani,230,rimanere,stay,rimanere
2080,proteggere,230,proteggere,to protect,proteggere
2081,potrò,230,potrò,I will be able,sarò in grado
2082,pilota,230,pilota,pilot,pilota
2083,paziente,230,paziente,patient,paziente
2084,parlano,230,parlare,they talk,parlano
2085,funzionato,230,funzionare,worked,lavorato
2086,camicia,230,camicia,Shirt,Camicia
2087,assistente,230,assistente,assistant,assistente
2088,po,229,po,bit,morso
2089,innamorata,229,innamorato,in love,innamorato
2090,francia,229,Francia,France,Francia
2091,eccoci,229,eccoci,here we are,eccoci qui
2092,diario,229,Diario,diary,diario
2093,cugino,229,cugino,cousin,cugino
2094,creda,229,credere,believe,credere
2095,certi,229,certo,certain,certo
2096,sorelle,228,sorella,sisters,sorelle
2097,smesso,228,smettere,stopped,fermato
2098,pesante,228,pesante,heavy,pesante
2099,morendo,228,morere,dying,moribondo
2100,gola,228,gola,throat,gola
2101,gira,228,girare,turn,giro
2102,giardino,228,giardino,garden,giardino
2103,titolo,227,titolo,title,titolo
2104,starà,227,stare,it will stay,resterà
2105,speravo,227,sperare,I hoped,ho sperato
2106,sarah,227,sarah,Sarah,Sara
2107,chiederti,227,chiedere ti,ask you,ti chiedo
2108,ascolto,227,ascolgere,I listen,ascolto
2109,violenza,226,violenza,violence,violenza
2110,peppino,226,peppino,peppino,peppino
2111,passati,226,passato,past,passato
2112,occupato,226,occupare,busy,Occupato
2113,mettiamo,226,mettere,we put,abbiamo messo
2114,fumo,226,fumo,smoke,Fumo
2115,felicità,226,felicità,happiness,felicità
2116,altezza,226,altezza,height,altezza
2117,vicina,225,vicino,close,vicino
2118,traccia,225,traccia,trace,traccia
2119,tempio,225,tempio,temple,tempio
2120,mostri,225,mostro,monsters,mostri
2121,governatore,225,governatore,governor,governatore
2122,farnon,225,farnon,farnon,Farnon
2123,dito,225,dito,finger,dito
2124,dirgli,225,dire gli,tell him,diglielo
2125,willie,224,Willie,willie,Willie
2126,vedermi,224,vedere mi,see me,Guardami
2127,sentivo,224,sentire,I felt,mi sono sentito
2128,nipote,224,nipote,Grandchild,Nipote
2129,muovere,224,muovere,move,mossa
2130,lascerò,224,Lascerò,I will leave,Io lascerò
2131,inghilterra,224,inghilterra,England,Inghilterra
2132,giuria,224,giuria,jury,giuria
2133,creduto,224,credere,believed,creduto
2134,avrete,224,avere,you will have,tu avrai
2135,ascoltate,224,ascoltare,listen,Ascoltare
2136,venne,223,venire,came,venni
2137,fianco,223,fianco,flank,fianco
2138,dirà,223,dire,will tell,dirà
2139,controlla,223,controllare,check it out,controlla
2140,chiamami,223,chiamami,Call me,Chiamami
2141,bell',223,Bell,nice,Carino
2142,banda,223,banda,band,gruppo musicale
2143,tenuto,222,tenere,held,tenuto
2144,sir,222,sir,sir,Signore
2145,russo,222,russo,Russian,russo
2146,qual',222,qual,which one,quale
2147,ombra,222,ombra,shadow,ombra
2148,of,222,of,of,Di
2149,morale,222,morale,moral,morale
2150,monsieur,222,monsieur,monsieur,Signore
2151,coscienza,222,coscienza,consciousness,coscienza
2152,sigaretta,221,sigarettare,cigarette,sigaretta
2153,orologio,221,orologio,clock,orologio
2154,meravigliosa,221,meraviglioso,wonderful,meraviglioso
2155,importanti,221,importante,important,importante
2156,giovanotto,221,giovanotto,young man,giovanotto
2157,completo,221,completo,business suit,completo
2158,benvenuti,221,benvenuto,welcome,Benvenuto
2159,termine,220,termine,term,termine
2160,quarto,220,quarto,fourth,il quarto
2161,í,220,í,the,IL
2162,credete,220,credere,do you believe,credete
2163,articolo,220,articolo,item,articolo
2164,arrivi,220,arrivare,Arrivals,Arrivi
2165,andiamocene,220,andiamocena,let&#39;s leave,andiamocene
2166,temporale,219,temporale,storm,tempesta
2167,spara,219,sparare,shoot,sparare
2168,sbagliata,219,sbagliato,wrong,sbagliato
2169,prenderti,219,prendere ti,pick you up,prenderti
2170,poche,219,poco,few,pochi
2171,piccole,219,piccolo,small,piccolo
2172,medicina,219,medicina,medicine,medicinale
2173,finora,219,finora,until now,finora
2174,elena,219,elena,elena,elena
2175,bill,219,bill,bill,conto
2176,andrai,219,andrai,you will go,andrai
2177,affrontare,219,affrontare,face,viso
2178,trovarmi,218,trovare mi,find me,Trovami
2179,segni,218,segno,signs,segni
2180,quand',218,quand,when,Quando
2181,q,218,q,q,Q
2182,liberi,218,libero,free,gratuito
2183,ghiaccio,218,ghiaccio,ice,ghiaccio
2184,forti,218,forte,strong,forte
2185,fargli,218,farge li,do it,fallo
2186,capacità,218,capacità,capacity,capacità
2187,biglietti,218,biglietto,tickets,Biglietti
2188,paris,217,Paris,paris,Parigi
2189,mercato,217,mercato,market,mercato
2190,drink,217,drink,drink,bere
2191,dissi,217,dissi,I said,ho detto
2192,dì,217,dire,Of,Di
2193,dannato,217,dannare,damned,dannato
2194,chilometri,217,chilometro,kilometres,chilometri
2195,whisky,216,Whisky,whiskey,whisky
2196,spiaggia,216,spiaggia,beach,spiaggia
2197,sorriso,216,sorriso,smile,sorriso
2198,obiettivo,216,obiettivo,objective,obbiettivo
2199,nota,216,notare,Note,Nota
2200,miglia,216,miglio,miles,miglia
2201,mezzanotte,216,mezzanotte,midnight,mezzanotte
2202,impressione,216,impressione,impression,impressione
2203,dargli,216,dargli,give it,daglielo
2204,chiamava,216,chiamare,he called,lui ha chiamato
2205,ann,216,ann,ann,ann
2206,analisi,216,analisi,analyses,analisi
2207,torre,215,torre,tower,Torre
2208,telefonata,215,telefonata,phone call,telefonata
2209,sullo,215,su il,on,SU
2210,strega,215,strega,witch,strega
2211,sieda,215,siedere,sit down,sedere
2212,show,215,Show,show,spettacolo
2213,sara,215,Sara,will be,sarà
2214,respiro,215,respiro,breath,respiro
2215,prendermi,215,prendere mi,take me,Portami
2216,volto,214,volgere,face,viso
2217,stomaco,214,stomacare,stomach,stomaco
2218,sottotitoli,214,sottotitole,subtitles,sottotitoli
2219,sentita,214,sentire,heard,sentito
2220,rimasta,214,rimanere,remained,è rimasta
2221,novità,214,novità,novelty,novità
2222,galera,214,galerare,jail,prigione
2223,fonte,214,fonte,source,fonte
2224,fantasma,214,fantasma,ghost,fantasma
2225,darle,214,dare le,give her,dalle
2226,crimine,214,crimine,crime,crimine
2227,casino,214,casino,casino,casinò
2228,capita,214,capitare,it happens,succede
2229,affascinante,214,affascinare,fascinating,affascinante
2230,televisione,213,televisione,television,televisione
2231,sposati,213,sposare,married,sposato
2232,piaci,213,piacare,like you,come te
2233,hank,213,Hank,hank,matassa
2234,comodo,213,comodo,comfortable,comodo
2235,assurdo,213,assurdo,absurd,assurdo
2236,amen,213,amen,amen,amen
2237,agenti,213,agente,agents,agenti
2238,socio,212,socio,partner,compagno
2239,giochi,212,gioco,games,Giochi
2240,flint,212,Flint,flint,pietra focaia
2241,dorme,212,dormire,he is sleeping,egli dorme
2242,dick,212,dick,dick,cazzo
2243,andartene,212,andartene,leave,Partire
2244,testimone,211,testimone,witness,testimone
2245,scherzi,211,scherzo,jokes,battute
2246,reso,211,rendere,made,fatto
2247,profondo,211,profondo,deep,profondo
2248,piantala,211,piantala,Cut it out,Dacci un taglio
2249,nonostante,211,nonostante,Despite,Nonostante
2250,marie,211,mario,marie,Maria
2251,diventando,211,diventare,becoming,divenire
2252,corrente,211,corrente,current,attuale
2253,uova,210,uovo,egg,uovo
2254,terza,210,terzo,third,terzo
2255,spese,210,spesa,expenses,spese
2256,salvo,210,salvo,safe,sicuro
2257,passata,210,passare,passed,passato
2258,dormito,210,dormire,slept,dormito
2259,chiedendo,210,chiedere,asking,chiedendo
2260,universo,209,universo,universe,universo
2261,teoria,209,teoria,theory,teoria
2262,susan,209,susan,Susan,Susanna
2263,patria,209,Patria,homeland,patria
2264,muovetevi,209,muovetevi,move,mossa
2265,motori,209,motore,engines,motori
2266,mappa,209,mappa,map,carta geografica
2267,casi,209,caso,cases,casi
2268,alcuna,209,alcuno,any,Qualunque
2269,risposto,208,rispondere,answered,rispose
2270,pulito,208,pulito,clean,pulito
2271,navetta,208,navetta,shuttle,navetta
2272,dover,208,dovere,having to,dover
2273,diversa,208,diverso,different,diverso
2274,scemo,207,sce,stupid,stupido
2275,rovinato,207,rovinare,ruined,rovinato
2276,preparato,207,preparare,prepared,preparato
2277,lascialo,207,lascialo,leave him,lascialo
2278,guardie,207,guardia,guards,guardie ✔
2279,dono,207,dono,gift,regalo
2280,dirglielo,207,dirgliee lo,tell him,diglielo
2281,credono,207,credere,they believe,loro credono
2282,ca,207,ca,approx,ca
2283,svegliati,206,svegliare,wake up,svegliati
2284,raggiungere,206,raggiungere,reach,portata
2285,polvere,206,polvere,dust,polvere
2286,perdita,206,perdita,loss,perdita
2287,mezz',206,mezz,half,metà
2288,mancato,206,mancare,missed,perse
2289,chiamarmi,206,chiamare mi,call me,chiamami
2290,accusa,206,accusare,accusation,accusa
2291,tasca,205,tasca,pocket,tasca
2292,taglio,205,taglio,cut,taglio
2293,sposare,205,sposare,to marry,sposare
2294,smith,205,smith,smith,fabbro
2295,smetti,205,smetto,stop,fermare
2296,sey,205,sey,sey,guarda
2297,porterò,205,porteere,I will bring,Io porterò
2298,neve,205,neve,snow,nevicare
2299,marina,205,Marina,navy,Marina Militare
2300,istante,205,istante,instant,immediato
2301,guardo,205,guardare,I watch,io guardo
2302,fermato,205,fermare,stopped,fermato
2303,entrate,205,entrata,come in,Si accomodi
2304,eccomi,205,eccomi,Here I am,Eccomi qui
2305,doppio,205,doppio,double,Doppio
2306,desideri,205,desidero,desires,desideri
2307,Chloe,205,Chloe,Chloe,Chloe
2308,uld,204,uld,uld,uld
2309,tuttavia,204,tuttavia,However,Tuttavia
2310,trovarlo,204,trovare lo,find it,Trovalo
2311,troppi,204,troppo,too many,troppi
2312,superiore,204,superiore,superior,superiore
2313,sentiamo,204,sentare,we feel,ci sentiamo
2314,salta,204,saltare,jump,salto
2315,pausa,204,pausa,break,rottura
2316,merito,204,merito,merit,merito
2317,Jackson,204,Jackson,Jackson,Jackson
2318,debba,204,dovere,must,dovere
2319,caduta,204,caduta,fall,autunno
2320,aspettano,204,aspettare,they wait,loro aspettano
2321,aprite,204,aprire,open,aprire
2322,abiti,204,abito,clothes,vestiti
2323,uccisi,203,uccidere,killed,ucciso
2324,faresti,203,farerre,would you do,faresti
2325,direbbe,203,dire,he would say,lui vorrebbe dire
2326,Charles,203,Charles,Charles,Carlo
2327,auguri,203,augurio,congratulations,Congratulazioni
2328,tetto,202,tetto,roof,tetto
2329,sveglio,202,sveglio,I wake,mi sveglio
2330,seduta,202,sedere,sitting,seduta
2331,robinson,202,Robinson,robinson,Robinson
2332,potenza,202,potenza,power,energia
2333,posta,202,porre,mail,posta
2334,giá,202,giáe,Already,Già
2335,funerale,202,funerale,funeral,funerale
2336,conoscerla,202,conoscere lo,know her,conoscerla
2337,betty,202,betty,betty,betty
2338,vedono,201,vedere,they see,vedono
2339,sugli,201,su il,on,SU
2340,puó,201,puó,can,Potere
2341,profumo,201,profumo,perfume,profumo
2342,preparare,201,preparare,prepare,preparare
2343,pensava,201,pensare,he thought,pensò
2344,numeri,201,numero,numbers,numeri
2345,guardato,201,guardare,watched,guardato
2346,goa',201,goa,goa&#39;,va&#39;
2347,elizabeth,201,elizabeth,elizabeth,Elisabetta
2348,dave,201,dave,dave,dave
2349,calda,201,caldo,hot,caldo
2350,bobby,201,bobby,bobby,Bobby
2351,attività,201,attività,activity,attività
2352,truppe,200,truppa,troops,truppe
2353,simili,200,simile,similar,simile
2354,said,200,saide,said,disse
2355,rischi,200,rischio,risks,rischi
2356,riposo,200,riposo,rest,riposo
2357,moito,200,moire,lots,molti
2358,gia,200,gia,Already,Già
2359,esame,200,esame,examination,visita medica
2360,edificio,200,edificio,building,edificio
2361,delitto,200,delitto,crime,crimine
2362,darsi,200,dare si,give yourself,donati te stesso
2363,contare,200,contare,to count,contare
2364,autorità,200,autorità,authority,autorità
2365,aeroporto,200,aeroporto,airport,aeroporto
2366,veri,199,vero,true,VERO
2367,uccello,199,uccello,bird,uccello
2368,traduzione,199,traduzione,translation,traduzione
2369,rubare,199,rubare,steal,rubare
2370,riuscita,199,riuscire,successful,riuscito
2371,magia,199,magia,magic,Magia
2372,germania,199,Germania,Germany,Germania
2373,funzionare,199,funzionare,work,lavoro
2374,fottuto,199,fottere,fucked,fottuto
2375,becco,199,becco,beak,becco
2376,ammazzare,199,ammazzare,kill,uccisione
2377,accesso,199,accesso,access,accesso
