rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
1646,unità,304,unità,unit,unidad,unità
1647,tornata,304,tornare,returned,regresó,restituito
1648,smettere,304,smettere,quit,abandonar,esentato
1649,sguardo,304,sguardo,gaze,mirada,sguardo
1650,cal,304,cal,cal,California,cal
1651,ubriaco,303,ubriaco,drunk,ebrio,ubriaco
1652,domenica,303,domenica,Sunday,Domingo,Domenica
1653,dappertutto,303,dappertutto,everywhere,en todos lados,ovunque
1654,attore,303,attore,actor,actor,attore
1655,arrivano,303,arrivare,they arrive,ellos llegan,arrivano
1656,anello,303,anello,ring,anillo,squillo
1657,allarme,303,allarme,alarm,alarma,allarme
1658,povera,302,povero,poor,pobre,povero
1659,guardami,302,guardamare,watch me,Mírame,Guardami
1660,cavolo,302,cavolo,cabbage,repollo,cavolo
1661,vincenzo,301,vincenzo,Vincent,Vicente,Vincenzo
1662,umana,301,umano,Human,Humano,Umano
1663,test,301,test,test,prueba,test
1664,insegnato,301,insegnare,taught,enseñó,insegnato
1665,enorme,301,enorme,huge,enorme,Enorme
1666,eccola,301,eccola,here she is,aqui esta ella,Eccola qui
1667,dimenticare,301,dimenticare,forget,olvidar,dimenticare
1668,decidere,301,decidere,decide,decidir,decidere
1669,gia',300,gia,Already&#39;,Ya&#39;,Già&#39;
1670,dannazione,300,dannazione,damnation,condenación,dannazione
1671,succederà,299,succedare,it will happen,Pasará,succederà
1672,sara',299,sara,will be&#39;,será&#39;,sarà&#39;
1673,potessi,299,potessare,I could,pude,potrei
1674,gatto,299,gatto,cat,gato,gatto
1675,accettare,299,accettare,accept,aceptar,accettare
1676,sistemi,298,sistema,systems,sistemas,sistemi
1677,sindaco,298,sindaco,mayor,alcalde,Sindaco
1678,tranne,297,tranne,except for,excepto por,eccetto per
1679,tira,297,tirare,pull,jalar,tiro
1680,sbrigati,297,sbrigare,hurry up,apresúrate,affrettarsi
1681,saprei,297,sapere,I would know,me gustaría saber,vorrei sapere
1682,provo,297,provare,I try,lo intento,cerco
1683,perfetta,297,perfetto,perfect,perfecto,perfetto
1684,manda,297,mandare,send,enviar,Inviare
1685,fila,297,filare,line,línea,linea
1686,aiutarti,297,aiutare ti,help you,ayudarte,Aiutarti
1687,conta,296,contare,matters,asuntos,importa
1688,andy,296,andy,andy,andy,andy
1689,giustizia,295,giustizia,justice,justicia,giustizia
1690,droga,295,drogare,drug,droga,farmaco
1691,serie,294,serie,series,serie,serie
1692,perche,294,perco,Why,Por qué,Perché
1693,odore,294,odore,odor,olor,odore
1694,cliente,294,cliente,customer,cliente,cliente
1695,averti,294,avere ti,have you,tiene,hai
1696,verde,293,verde,green,verde,verde
1697,tranquilla,293,tranquillo,Calm,Calma,Calma
1698,potrai,293,potere,you can,puede,puoi
1699,parlarne,293,parlare ne,talk about it,Hable al respecto,Parlami di ciò
1700,metta,293,mettere,put,poner,Mettere
1701,lassù,293,lassù,up there,allí arriba,lassù
1702,indirizzo,293,indirizzo,address,DIRECCIÓN,indirizzo
1703,guardando,293,guardare,watching,mirando,Guardando
1704,finisce,293,finire,ends,termina,finisce
1705,faccenda,293,faccenda,affair,amorío,affare
1706,crederci,293,credere ci,believe it,créelo,credici
1707,cerchiamo,293,cercare,let&#39;s look,miremos,guardiamo
1708,attenta,293,attento,careful,cuidadoso,attento
1709,scendere,292,scendere,DESCEND,DESCENDER,SCENDERE
1710,rispondi,292,rispondere,Answers,Respuestas,Risposte
1711,pazienza,292,pazienza,patience,paciencia,pazienza
1712,pacey,292,pacey,pacey,ritmo,ritmo
1713,iei,292,iei,he,él,Lui
1714,giornali,292,giornale,newspapers,periódicos,giornali
1715,denti,292,dente,teeth,dientes,denti
1716,carte,292,carta,cards,tarjetas,carte
1717,ascoltare,292,ascoltare,listen,escuchar,Ascoltare
1718,you,291,you,you,tú,Voi
1719,volare,291,volare,fly,volar,volare
1720,militare,291,militare,military,militar,militare
1721,maledetto,291,maledire,cursed,maldito,maledetto
1722,frega,291,fregare,screw,tornillo,vite
1723,chiamate,291,chiamata,calls,llamadas,chiamate
1724,campagna,291,campagna,countryside,campo,campagna
1725,zitta,290,zingire,shut up,callarse la boca,stai zitto
1726,vorresti,290,vorresti,would you,¿Quieres,vorresti
1727,vincent,290,vincent,Vincent,Vicente,Vincenzo
1728,v,290,v,v,v,v
1729,scorsa,290,scorso,last,último,scorso
1730,piede,290,piedere,foot,pie,piede
1731,chiudere,290,chiudere,close,cerca,vicino
1732,vittoria,289,vittoria,victory,victoria,vittoria
1733,stelle,289,stella,stars,estrellas,stelle
1734,lana,289,lana,wool,lana,lana
1735,importanza,289,importanza,importance,importancia,importanza
1736,entri,289,entrare,come in,Adelante,Si accomodi
1737,ég,289,ég,eg,p.ej,per esempio
1738,distruggere,289,distruggere,destroy,destruir,distruggere
1739,deiia,289,deiia,deiia,deia,deiia
1740,curvatura,289,curvatura,curvature,curvatura,curvatura
1741,sveglia,288,svegliare,wakes up,se levanta,si sveglia
1742,palazzo,288,Palazzo,building,edificio,edificio
1743,debole,288,debole,weak,débil,Debole
1744,conoscenza,288,conoscenza,knowledge,conocimiento,conoscenza
1745,diversi,287,diverso,different,diferente,diverso
1746,aspettavo,286,aspettare,I was waiting,yo estaba esperando,stavo aspettando
1747,voci,285,voce,voices,voces,voci
1748,albero,285,albero,tree,árbol,albero
1749,wow,284,wow,wow,Guau,Oh
1750,presento,284,presentiro,I present,estoy presente,io presento
1751,intende,284,intendere,he means,el quiere decir,lui intende
1752,finale,284,finale,the final,el final,il finale
1753,camminare,284,camminare,walk,caminar,camminare
1754,piange,283,piangere,cries,llantos,piange
1755,pane,283,pane,bread,pan,pane
1756,opportunità,283,opportunità,opportunity,oportunidad,opportunità
1757,estate,283,estate,summer,verano,estate
1758,dr,283,dr,dr,dr.,dottor
1759,arrabbiato,283,arrabbiare,angry,enojado,arrabbiato
1760,aperta,283,aperto,open,abierto,aprire
1761,tiro,282,tiro,shot,disparo,sparo
1762,stella,282,stella,star,estrella,stella
1763,roma,282,Roma,Rome,Roma,Roma
1764,andava,282,andare,it was going,iba,stava andando
1765,aiutato,282,aiutare,helped,ayudó,aiutato
1766,notato,281,notare,noticed,observó,si accorse
1767,improvviso,280,improvviso,sudden,repentino,improvviso
1768,don,280,don,Don,Don,Assistente
1769,corte,280,corto,court,corte,Tribunale
1770,convinto,280,convinto,convinced,convencido,convinto
1771,università,279,università,university,universidad,Università
1772,responsabile,279,responsabile,responsible,responsable,responsabile
1773,mattino,279,mattino,morning,mañana,Mattina
1774,finta,279,finta,fake,falso,impostore
1775,colpi,279,colpo,shots,tiros,colpi
1776,chiavi,279,chiave,keys,llaves,chiavi
1777,saremmo,278,saremmo,we would be,seríamos,lo saremmo
1778,ra,278,ra,ra,real academia de bellas artes,RA
1779,qualcos',278,qualcos,something,algo,qualcosa
1780,pioggia,278,pioggia,rain,lluvia,piovere
1781,girare,278,girare,spin,girar,rotazione
1782,entrato,278,entrare,entered,ingresó,inserito
1783,desidera,278,desiderare,want,desear,Volere
1784,bomba,278,Bomba,bomb,bomba,bomba
1785,atto,278,atto,act,acto,atto
1786,ricordare,277,ricordare,remember,recordar,Ricordare
1787,pur,277,pure,even though,a pesar de,nonostante
1788,piaceva,277,piacere,he liked it,le gustó,gli è piaciuto
1789,lavorando,277,lavorare,working,laboral,lavorando
1790,creare,277,creare,create,crear,creare
1791,cattiva,277,cattivo,bad,malo,Cattivo
1792,spiegare,276,spiegare,explain,explicar,spiegare
1793,sii,276,sii,Yay,Hurra,Sìì
1794,intendi,276,intendi,you mean,te refieres a,vuoi dire
1795,francesca,276,francesca,francesca,francesca,francesca
1796,carter,276,carter,carter,carretero,carrettiere
1797,colore,275,colore,color,color,colore
1798,bevi,275,bevi,drink,beber,bere
1799,talento,274,talento,talent,talento,talento
1800,punti,274,punto,points,puntos,punti
1801,farcela,274,farcee lo,do it,hazlo,fallo
1802,segreti,273,segreto,secrets,misterios,segreti
1803,peso,273,peso,weight,peso,peso
1804,perdono,273,perdere,pardon,indulto,Scusi
1805,football,273,football,football,fútbol americano,calcio
1806,evitare,273,evitare,avoid,evitar,Evitare
1807,tornate,272,tornare,come back,regresar,ritorno
1808,sali,272,sale,salts,sales,sali
1809,sabato,272,sabato,Saturday,Sábado,Sabato
1810,naturale,272,naturale,natural,natural,naturale
1811,helen,272,helen,helen,helena,Elena
1812,famoso,272,famoso,famous,famoso,famoso
1813,creato,272,creare,created,creado,creato
1814,cento,272,cento,hundred,centenar,centinaio
1815,cadere,272,cadere,fall,caer,autunno
1816,lasciatemi,271,Lasciatemi,leave me,Déjame,Lasciami
1817,forze,271,forza,Strength,Fortaleza,Forza
1818,ammazzo,271,ammazzo,I&#39;ll kill,yo mataré,Ucciderò
1819,stile,270,stile,style,estilo,stile
1820,prendiamo,270,prendere,we take,nosotros tomamos,prendiamo
1821,lotta,270,lotta,struggle,lucha,lotta
1822,basso,270,basso,Bass,Bajo,Basso
1823,nu,269,nu,nu,nu,no
1824,dicevo,269,dicere,I said,Yo dije,ho detto
1825,credimi,269,credimi,believe me,créeme,mi creda
1826,continui,269,continuare,continue,continuar,Continua
1827,claude,269,claude,claude,claudio,claude
1828,case,269,casa,homes,casas,le case
1829,breve,269,breve,brief,breve,breve
1830,sonno,268,sonno,sleep,dormir,sonno
1831,ottenere,268,ottenere,obtain,obtener,ottenere
1832,dita,268,dito,fingers,dedos,dita
1833,angolo,268,angolo,corner,esquina,angolo
1834,trucco,267,trucco,trick,truco,trucco
1835,raggio,267,raggio,radius,radio,raggio
1836,locale,267,locale,local,local,Locale
1837,chiusa,267,chiudere,closed,cerrado,Chiuso
1838,bicchiere,267,bicchiere,glass,vaso,bicchiere
1839,sbaglio,266,sbaglio,I err,me equivoco,Sbaglio
1840,opinione,266,opinione,opinion,opinión,opinione
1841,nient',266,nient,nothing&#39;,nada&#39;,Niente&#39;
1842,neri,266,nero,black,negro,nero
1843,mezza,266,mezzo,half,medio,metà
1844,los,266,los,los,los,los
1845,immagine,266,immagine,image,imagen,Immagine
1846,date,266,dare,at your place,en tu casa,al tuo posto
1847,bianchi,266,bianco,whites,ropa blanca,bianchi
1848,secolo,265,secolo,century,siglo,secolo
1849,mrs,265,mrs,mrs,señora,Sig.ra
1850,canta,265,cantare,sing,cantar,cantare
1851,milione,264,milione,million,millón,milioni
1852,lee,264,Lee,lee,sotavento,Lee
1853,interno,264,interno,internal,interno,interno
1854,est,264,Est,East,Este,Est
1855,distanza,264,distanza,distance,distancia,distanza
1856,coppia,264,coppia,couple,pareja,coppia
1857,antichi,264,antico,ancient,antiguo,antico
1858,volevano,263,volere,they wanted,ellos querían,essi volevano
1859,torta,263,torta,cake,pastel,torta
1860,tengo,263,tenere,I keep,sigo,tengo
1861,mantenere,263,mantenere,maintain,mantener,mantenere
1862,janeway,263,Janeway,janeway,janway,Janeway
1863,discutere,263,discutere,discuss,conversar,discutere
1864,discorso,263,discorso,speech,discurso,discorso
1865,calmo,263,calmo,calm,calma,calma
1866,schiena,262,Schiena,back,atrás,Indietro
1867,piani,262,piano,plans,planes,piani
1868,lord,262,Lord,lord,caballero,signore
1869,immagini,262,immagine,Images,Imágenes,immagini
1870,ferita,262,ferito,wound,herida,ferita
1871,aiia,262,Aiia,aiia,aia,aiia
1872,salire,261,salire,go out,salir,esci
1873,rimane,261,rimanere,remains,restos,resti
1874,ragazzino,261,ragazzino,little boy,niñito,ragazzino
1875,primi,261,primo,first,primero,Primo
1876,vite,260,vita,lives,vidas,vite
1877,progetto,260,progetto,project,proyecto,progetto
1878,piper,260,piper,piper,flautista,pifferaio
1879,inizia,260,iniziare,start,comenzar,inizio
1880,furono,260,essere,they were,Ellos eran,Li avevamo
1881,tedeschi,259,tedesco,Germans,alemanes,tedeschi
1882,perfettamente,259,perfettamente,perfectly,perfectamente,perfettamente
1883,giacca,259,giaccare,jacket,chaqueta,giacca
1884,esce,259,uscire,goes out,sale,esce
1885,vuoto,258,vuoto,empty,vacío,vuoto
1886,contratto,258,contratto,contract,contrato,contrarre
1887,preoccupato,257,preoccupato,worried,preocupado,preoccupato
1888,mentito,257,mentire,lied,mintió,ha mentito
1889,clienti,257,cliente,clients,clientela,clienti
1890,americani,257,americano,Americans,americanos,Americani
1891,siate,256,siare,be,ser,Essere
1892,nemici,256,nemico,enemies,enemigos,nemici
1893,muore,256,morire,dies,muere,muore
1894,amare,256,amare,love,amar,Amore
1895,responsabilità,255,responsabilità,responsibility,responsabilidad,responsabilità
1896,portate,255,portare,bring,traer,Portare
1897,magnifico,255,magnifico,magnificent,magnífico,magnifico
1898,fastidio,255,fastidio,nuisance,tontería,fastidio
1899,diverse,255,diverso,different,diferente,diverso
1900,direzione,255,direzione,direction,dirección,direzione
1901,cantare,255,cantare,sing,cantar,cantare
1902,cadavere,255,cadavere,dead body,cadáver,corpo morto
1903,scorso,254,scorso,last,último,scorso
1904,operazione,254,operazione,operation,operación,operazione
1905,offerta,254,offrire,offer,oferta,offerta
1906,vedremo,253,vedere,We will see,Veremos,Vedremo
1907,tecnologia,253,tecnologia,technology,tecnología,tecnologia
1908,porte,253,porta,doors,puertas,porte
1909,parlarle,253,parlare le,talk to her,hablar con ella,parla con lei
1910,mossa,253,mossare,move,mover,mossa
1911,momenti,253,momento,moments,momentos,momenti
1912,finchè,253,finché,until,hasta,Fino a
1913,cambia,253,cambiare,change,cambiar,modifica
1914,bevuto,253,bere,drank,bebió,Bevuto
1915,amicizia,253,amicizia,friendship,amistad,amicizia
1916,abito,253,abito,suit,traje,abito
1917,van,252,van,van,camioneta,furgone
1918,suonare,252,suonare,play,jugar,giocare
1919,peggiore,252,peggiore,worse,peor,peggio
1920,incontrare,252,incontrare,encounter,encontrar,incontrare
1921,incinta,252,incinto,pregnant,embarazada,incinta
1922,disturbo,252,disturbo,I disturb,Yo molesto,io disturbo
1923,tracce,251,traccia,tracks,pistas,brani
1924,strade,251,strada,streets,calles,strade
1925,soluzione,251,soluzione,solution,solución,soluzione
1926,pressione,251,pressione,pressure,presión,pressione
1927,pensarci,251,pensare ci,think about it,Piénsalo,pensaci
1928,neppure,251,neppure,not even,ni siquiera,nemmeno
1929,lasciamo,251,lasciare,we leave,salimos,lasciamo
1930,jones,251,jones,jones,jones,jones
1931,champagne,251,champagna,Champagne,champán,Champagne
1932,stanca,250,stancare,tired,cansado,Stanco
1933,rossa,250,rosso,red,rojo,rosso
1934,migliaia,250,migliaio,thousands,miles,migliaia
1935,facevo,250,facere,I did,Hice,L&#39;ho fatto
1936,diamo,250,dare,come on,vamos,Dai
1937,angelo,250,angelo,angel,ángel,angelo
1938,andarci,250,andare ci,go there,ve allí,vai lì
1939,vissuto,249,vivere,lived,vivido,vissuto
1940,tornerà,249,tornare,will come back,Volverá,ritornerà
1941,scudi,249,scudo,shields,escudos,scudi
1942,potevi,249,potevi,you could,tú podrías,potresti
1943,motore,249,motore,motor,motor,il motore
1944,maestà,249,maestà,majesty,majestad,maestà
1945,genio,249,genio,genius,genio,genio
1946,europa,249,Europa,Europe,Europa,Europa
1947,daniel,249,Daniel,daniel,Daniel,Daniele
1948,creatura,249,creatura,creature,criatura,creatura
1949,babbo,249,babbo,dad,papá,Papà
1950,angeles,249,angeles,angeles,ángeles,angeles
1951,troviamo,248,trovare,we find,encontramos,noi troviamo
1952,steve,248,steve,steve,steve,steve
1953,rilassati,248,rilassare,take it easy,tómalo con calma,calmati
1954,qu,248,qu,qu,que,qu
1955,potente,248,potente,powerful,poderoso,potente
1956,particolare,248,particolare,particular,particular,particolare
1957,buco,248,buco,hole,agujero,buco
1958,um,247,um,um,mmm,ehm
1959,toccare,247,toccare,touch,tocar,tocco
1960,preferito,247,preferire,favorite,favorito,preferito
1961,personaggio,247,personaggio,character,personaje,carattere
1962,neeli,247,neele,neeli,neeli,neeli
1963,chakotay,247,chakotay,chakotay,chakotay,chakotay
1964,centrale,247,centrale,central,central,centrale
1965,sarete,246,sarete,you will be,usted será,sarai
1966,roger,246,roger,roger,recibido,Ruggero
1967,perfino,246,perfino,even,incluso,Anche
1968,paradiso,246,paradiso,paradise,paraíso,Paradiso
1969,orecchie,246,orecchia,ears,orejas,orecchie
1970,edith,246,edith,edith,edith,edit
1971,stagione,245,stagione,season,estación,stagione
1972,ospiti,245,ospite,guests,huéspedes,ospiti
1973,minaccia,245,minacciare,threat,amenaza,minaccia
1974,azioni,245,azione,actions,comportamiento,Azioni
1975,turno,244,turno,shift,cambio,spostare
1976,stavolta,244,stavolta,this time,esta vez,questa volta
1977,sparo,244,sparare,I&#39;m shooting,Estoy disparando,Sto sparando
1978,interesse,244,interesse,interest,interés,interesse
1979,immaginare,244,immaginare,imagine,imaginar,immaginare
1980,compito,244,compito,task,tarea,compito
1981,carico,244,carico,load,carga,carico
1982,camion,244,camion,truck,camión,camion
1983,vergogna,243,vergogna,shame,lástima,vergogna
1984,speriamo,243,sperare,We hope,Esperamos,Speriamo
1985,portami,243,portamare,bring me,tráeme,Portami
1986,pensieri,243,pensiero,thoughts,pensamientos,pensieri
1987,nt,243,nt,nt,Nuevo Testamento,nt
1988,guidare,243,guidare,guide,guía,guida
1989,fermare,243,fermare,stop,detener,fermare
1990,chicago,243,chicago,Chicago,chicago,Chicago
1991,tornerò,242,tornerò,I&#39;ll be back,Vuelvo enseguida,Tornerò
1992,nervoso,242,nervoso,nervous,nervioso,nervoso
1993,mandare,242,mandare,send,enviar,Inviare
1994,conosciamo,242,conoscere,we know,sabemos,sappiamo
1995,compagni,242,compagno,companions,compañeros,compagni
1996,caduto,242,cadere,fallen,caído,caduto
1997,andarsene,242,andarsene,Leave,Dejar,Partire
1998,seguire,241,seguire,follow,seguir,seguire
1999,scusatemi,241,scusatemi,sorry,Lo siento,Scusa
2000,richiesta,241,richiesta,request,pedido,richiesta
2001,principale,241,principale,principal,principal,principale
2002,ossa,241,ossa,bone,hueso,osso
2003,arresto,241,arresto,arrest,arrestar,arresto
2004,alba,241,alba,Sunrise,Amanecer,Alba
2005,politica,240,politico,politics,política,politica
2006,lasciarmi,240,lasciare mi,leave me,Déjame,Lasciami
2007,castello,240,castello,castle,castillo,castello
2008,andarmene,240,andarmene,leave,dejar,Partire
2009,troveremo,239,trovere,we will find,lo encontraremos,noi troveremo
2010,tedesco,239,tedesco,German,Alemán,Tedesco
2011,prete,239,prete,priest,sacerdote,sacerdote
2012,miranda,239,mirandare,miranda,miranda,Miranda
2013,malattia,239,malattia,illness,enfermedad,malattia
2014,kate,239,kate,kate,kate,Kate
2015,fabbrica,239,fabbricare,factory,fábrica,fabbrica
2016,avranno,239,avere,they will have,ellos tendrán,loro avranno
2017,valore,238,valore,value,valor,valore
2018,tribunale,238,tribunale,court,corte,Tribunale
2019,scappato,238,scappare,ran away,Huyó,scappato
2020,plancia,238,plancia,dashboard,panel,pannello di controllo
2021,mettiti,238,mettitare,put on,ponerse,mettere
2022,inoltre,238,inoltre,Furthermore,Además,Inoltre
2023,danni,238,danno,damage,daño,danno
2024,conti,238,conto,accounts,cuentas,conti
2025,sciocchezze,237,sciocchezza,nonsense,disparates,senza senso
